RANK2016;RANK2015;INSTITUTION;COUNTRY;SIZE;FOCUS;RESEARCH;AGE;STATUS;AR SCORE;AR RANK;ER SCORE;ER RANK;FS SCORE;FS RANK;CPF SCORE;CPF RANK;IF SCORE;IF RANK;IS SCORE;IS RANK;OVERALL SCORE
  330=;481-490;UNIVERSITY OF LISBON ;PT;XL;FC;VH;5;A;42,4;231;50,7;219;14,4;401+;40,8;297;7,3;401+;23,1;401+;34,6
  330=;  384=;YESHIVA UNIVERSITY;US;M;FC;VH;5;B;4,1;401+;5,9;401+;98,8;40;56,6;182;1,4;401+;24,7;401+;34,6
335;354;EWHA WOMANS UNIVERSITY;KR;L;FC;HI;5;B;24,1;401+;25,9;401+;80,8;118;19;401+;10,9;401+;35,1;378;34,5
336;  329=;GRIFFITH UNIVERSITY;AU;XL;FC;HI;3;A;31,7;327;32,5;373;14,2;401+;36,5;338;98;84;64,1;222;34,4
337;N/A;GWANGJU INSTITUTE OF SCIENCE AND TECHNOLOGY (GIST);KR;S;FO;VH;2;A;14;401+;4,1;401+;35;374;100;2;12,9;401+;12,9;401+;34,3
  338=;  309=;UNIVERSITÀ DEGLI STUDI DI PADOVA (UNIPD);IT;XL;FC;VH;5;A;56;164;29;401+;18;401+;24,3;401+;2,4;401+;7,8;401+;34,2
  338=;  319=;UNIVERSITY OF JYVÄSKYLÄ;FI;M;CO;VH;4;A;24,4;401+;16,4;401+;81,7;116;20,6;401+;36,7;363;9,8;401+;34,2
  340=;  387=;JAMES COOK UNIVERSITY (JCU);AU;L;FC;HI;3;A;24,1;401+;18,4;401+;17,4;401+;49,4;238;96,9;102;83,9;128;34,1
  340=;337;MASSEY UNIVERSITY;NZ;L;CO;VH;4;A;33,7;306;29,8;401+;24,4;401+;20;401+;96,5;104;73,4;172;34,1
342;  338=;UNIVERSITY AT BUFFALO SUNY;US;L;FC;VH;5;A;23,8;401+;8,4;401+;11;401+;72,9;104;68;227;66,4;203;34
  343=;  373=;LINCOLN UNIVERSITY ;NZ;S;CO;VH;5;A;10,4;401+;10,1;401+;58;219;37,9;325;91,7;133;93,9;85;33,9
  343=;  327=;UNIVERSITY OF HAWAII AT MĀNOA ;US;L;FC;VH;5;A;23,2;401+;6,1;401+;56,6;227;40,2;302;64,7;244;25,8;401+;33,9
  345=;  331=;BRUNEL UNIVERSITY;UK;L;CO;VH;4;A;16,8;401+;27,6;401+;21,7;401+;48,8;245;97,5;91;99,6;27;33,8
  345=;371;L.N. GUMILYOV EURASIAN NATIONAL UNIVERSITY ;KZ;L;FO;HI;2;A;23,4;401+;24,3;401+;99,6;29;1,3;401+;28,9;401+;6,2;401+;33,8
  347=;  331=;UNIVERSITÄT KÖLN;DE;XL;FC;VH;5;B;42,9;224;54,9;189;23,7;401+;15,5;401+;32,2;384;28,7;401+;33,6
  347=;  338=;UNIVERSITÄT ULM;DE;M;CO;VH;3;A;10,7;401+;14;401+;64,7;190;52,6;212;52,9;289;33,7;389;33,6
  347=;400;UNIVERSITY OF TARTU;EE;M;FC;VH;5;A;28,7;382;28,2;401+;72,9;150;15,6;401+;17,4;401+;13,7;401+;33,6
  350=;431-440;MOSCOW INSTITUTE OF PHYSICS AND TECHNOLOGY STATE UNIVERSITY;RU;M;FO;VH;4;A;17,8;401+;22,3;401+;98,4;43;6,7;401+;22,8;401+;36,5;366;33,4
  350=;  397=;MOSCOW STATE INSTITUTE OF INTERNATIONAL RELATIONS – MGIMO UNIVERSITY ;RU;M;SP;LO;4;A;20,2;401+;32,1;378;99,4;34;1;401+;2,9;401+;36,1;368;33,4
  352=;411-420;UNIVERSIDAD DE BELGRANO;AR;M;CO;LO;4;B;14,7;401+;60,5;158;80,6;120;1,1;401+;7,6;401+;89,9;105;33,2
  352=;  319=;UNIVERSITÄT KONSTANZ;DE;M;CO;VH;4;A;33,7;307;23,3;401+;40,4;324;23,2;401+;58,7;265;33;399;33,2
354;421-430;BELARUS STATE UNIVERSITY;BY;L;FO;HI;4;A;26,7;401+;20;401+;92,4;71;1,7;401+;7,1;401+;22,9;401+;33
355;  324=;DEAKIN UNIVERSITY;AU;XL;FC;HI;3;A;31,9;324;38,5;323;6,2;401+;35,7;346;98,5;72;54,8;264;32,9
  356=;;LAPPEENRANTA UNIVERSITY OF TECHNOLOGY;FI;S;;;;B;11,7;401+;18,7;401+;99,9;25;13;401+;45,5;312;25,9;401+;32,8
  356=;  369=;UNIVERSITÉ PARIS DAUPHINE;FR;M;SP;HI;3;A;31,2;340;67;130;24,7;401+;9,7;401+;45;317;86,2;116;32,8
358;  346=;ASTON UNIVERSITY;UK;M;CO;VH;4;A;19,3;401+;43,3;283;18,8;401+;38,3;316;98,1;79;82,1;138;32,7
  359=;  324=;OXFORD BROOKES UNIVERSITY;UK;L;CO;HI;5;A;30,9;345;69;120;12,4;401+;15,9;401+;66;236;84,8;123;32,6
  359=;  331=;UNIVERSITY OF THE WITWATERSRAND;ZA;L;FC;VH;5;A;33,9;303;34,2;359;18,4;401+;30,3;395;95,9;111;18,5;401+;32,6
  361=;365;NORTHEASTERN UNIVERSITY;US;L;CO;VH;5;B;18,4;401+;37,5;331;27,4;401+;40;305;57;274;96,2;70;32,4
  361=;  338=;VIRGINIA POLYTECHNIC INSTITUTE (VIRGINIA TECH);US;XL;FC;VH;5;A;31,8;326;40,2;311;25,6;401+;42,2;294;20,4;401+;21,4;401+;32,4
  363=;  327=;GEORGE WASHINGTON UNIVERSITY;US;L;FC;VH;5;B;32,4;321;37,8;328;27,1;401+;29,6;401+;35,3;366;47,9;297;32,3
  363=;  381=;UNIVERSITÄT JENA;DE;L;FC;VH;5;A;22;401+;14;401+;78,2;125;22;401+;8,1;401+;33,2;394;32,3
365;  345=;AMERICAN UNIVERSITY IN CAIRO;EG;M;CO;HI;4;B;31,6;332;61,4;155;35,5;363;4,8;401+;96,9;99;7,3;401+;32,2
  366=;  351=;UNIVERSIDADE NOVA DE LISBOA;PT;L;FC;HI;3;A;29,3;365;51,7;212;38,7;335;21,4;401+;36,1;365;26,6;401+;32,1
  366=;360;UNIVERSITY OF KENT;UK;L;CO;VH;4;A;22,2;401+;18,8;401+;32,4;401+;25,6;401+;97,7;88;90,7;103;32,1
  366=;344;UNIVERSITY OF WARSAW ;PL;XL;CO;VH;5;A;42,5;228;48,1;239;35,4;367;7,6;401+;15,3;401+;19,3;401+;32,1
369;  361=;KOBE UNIVERSITY;JP;L;FC;VH;4;A;31,7;329;30,8;398;59,2;215;16,6;401+;11;401+;11,1;401+;32
  370=;306;UNIVERSITÀ DEGLI STUDI DI MILANO;IT;XL;FC;VH;4;A;48,2;191;30,7;401+;8,3;401+;34,4;361;11,7;401+;10;401+;31,9
  370=;  379=;UNIVERSITY OF TASMANIA;AU;L;CO;VH;5;A;24,6;401+;12,9;401+;24,9;401+;35,7;348;92,6;129;75,9;159;31,9
372;  324=;LAVAL UNIVERSITY;CA;L;FC;VH;5;A;29;370;27,3;401+;29,1;401+;31,5;384;69,9;214;35;380;31,8
373;393;UNIVERSITY OF KANSAS;US;L;FC;VH;5;A;19,5;401+;16,5;401+;76,9;132;24,3;401+;17,6;401+;21,6;401+;31,7
  374=;  356=;AALBORG UNIVERSITY;DK;L;FC;VH;3;A;26,1;401+;48,6;232;23,3;401+;27,3;401+;72,2;208;47,3;303;31,5
  374=;411-420;UNIVERSITY OF COLORADO AT DENVER ;US;L;FC;VH;5;A;10,6;401+;17,9;401+;100;10;20,2;401+;5,4;401+;22,1;401+;31,5
  374=;401-410;UNIVERSITY OF THE PHILIPPINES;PH;XL;FC;MD;5;A;42,5;229;46,9;250;46;288;2,2;401+;3,3;401+;1,9;401+;31,5
  377=;481-490;TOMSK STATE UNIVERSITY;RU;M;CO;VH;5;A;20,4;401+;19,2;401+;83,5;104;2,5;401+;23,7;401+;57,3;244;31,4
  377=;  387=;UNIVERSITÉ PARIS DESCARTES;FR;L;FC;VH;5;A;30,8;346;14,8;401+;32;401+;37,5;331;19,6;401+;53,2;270;31,4
  377=;421-430;UNIVERSITY OF TROMSO;NO;M;FC;HI;3;A;17,1;401+;3,1;401+;96,7;50;12,7;401+;17,3;401+;29,9;401+;31,4
  380=;353;DUBLIN CITY UNIVERSITY (DCU);IE;M;CO;VH;3;A;20,5;401+;36,9;335;36,2;352;24;401+;86,1;166;57,5;243;31,3
  380=;401-410;UNIVERSITY OF TEXAS DALLAS ;US;L;CO;VH;3;A;18,7;401+;19,8;401+;5,3;401+;88,9;46;11,2;401+;48;296;31,3
  382=;347;UNIVERSITY OF EASTERN FINLAND;FI;M;CO;VH;3;A;22,8;401+;12,7;401+;62,1;202;27,6;401+;42,9;328;13,3;401+;31,2
  382=;491-500;V.N. KARAZIN KHARKIV NATIONAL UNIVERSITY;UA;M;FC;HI;5;A;18,9;401+;5,5;401+;88,4;81;1,9;401+;1,2;401+;97,7;56;31,2
384;  373=;AMERICAN UNIVERSITY;US;L;CO;HI;5;B;35,4;287;55,7;183;30,8;401+;15,2;401+;8,6;401+;35,2;376;31,1
385;  384=;UNIVERSITY OF STIRLING;UK;M;CO;VH;3;A;15,3;401+;18,3;401+;23,6;401+;56,5;184;73;204;64,2;219;31
  386=;461-470;CHUNG-ANG UNIVERSITY ;KR;L;FC;HI;4;B;18,7;401+;24,7;401+;82,6;109;8,3;401+;17,3;401+;37,3;361;30,9
  386=;411-420;COLORADO STATE UNIVERSITY;US;L;CO;VH;5;A;29,8;360;36,6;337;18,4;401+;49,5;237;22,7;401+;12,8;401+;30,9
  386=;  394=;LA TROBE UNIVERSITY;AU;L;CO;VH;3;A;26,9;401+;30,8;397;9,4;401+;26;401+;97,8;86;95,1;77;30,9
389;401-410;BEIJING INSTITUTE OF TECHNOLOGY;CN;L;FO;VH;4;A;33,3;310;31,5;383;31;401+;37,7;329;7,3;401+;5,3;401+;30,8
  390=;372;STONY BROOK UNIVERSITY;US;L;FC;VH;4;A;21,9;401+;5,2;401+;40,4;323;41,9;295;11,4;401+;86,6;115;30,7
  390=;  400=;SWANSEA UNIVERSITY;UK;L;FC;HI;4;A;18,4;401+;18,3;401+;40,1;327;32,2;376;67,9;228;70,1;186;30,7
  390=;  361=;UNIVERSITY OF SOUTHERN DENMARK;DK;L;FO;VH;4;A;23,4;401+;21,9;401+;37,9;341;25,5;401+;76;199;49,6;290;30,7
  393=;481-490;QATAR UNIVERSITY;QA;M;FC;HI;3;A;15,2;401+;20,1;401+;53,7;245;7;401+;100;10;99,9;21;30,6
  393=;  312=;UNIVERSITY OF IOWA;US;L;FC;VH;5;A;28,8;377;10,7;401+;36;356;43,7;285;8,1;401+;33,4;393;30,6
  395=;  379=;NATIONAL SUN YAT-SEN UNIVERSITY;TW;M;CO;VH;3;A;28,2;388;14,6;401+;24,2;401+;58,2;172;16,6;401+;8,2;401+;30,5
  395=;  376=;NATIONAL TECHNICAL UNIVERSITY OF ATHENS;GR;M;FO;VH;5;A;26,5;401+;58,7;166;20;401+;48,7;246;1,3;401+;6,5;401+;30,5
  395=;302;STELLENBOSCH UNIVERSITY;ZA;L;FC;HI;5;A;32,2;323;28,2;401+;5;401+;44,7;277;74,4;201;20;401+;30,5
  395=;  361=;WASHINGTON STATE UNIVERSITY;US;L;FC;VH;5;A;31,7;330;22,8;401+;23,6;401+;33,2;371;68;225;14,9;401+;30,5
399;  391=;INDIAN INSTITUTE OF TECHNOLOGY ROORKEE (IITR);IN;M;FO;VH;5;A;20,2;401+;32;379;14,7;401+;80,4;75;1,9;401+;2,4;401+;30,4
  400=;366;LEIBNIZ UNIVERSITÄT HANNOVER;DE;L;CO;VH;5;A;22;401+;26,2;401+;1,6;401+;83,4;65;11,9;401+;26,6;401+;30,3
  400=;481-490;TOMSK POLYTECHNIC UNIVERSITY;RU;M;FO;VH;5;A;9,7;401+;21,1;401+;94,6;58;2,1;401+;20,8;401+;76,3;157;30,3
401-410;431-440;BANDUNG INSTITUTE OF TECHNOLOGY (ITB);ID;L;CO;HI;4;A;-;-;-;-;21,6;401+;2,8;401+;17,6;401+;3,3;401+;30
401-410;  381=;BRANDEIS UNIVERSITY;US;M;CO;VH;4;B;-;-;-;-;25,7;401+;51,6;218;16,3;401+;80,9;140;30,1
401-410;431-440;ILLINOIS INSTITUTE OF TECHNOLOGY;US;M;CO;VH;5;B;-;-;-;-;26,9;401+;39,4;308;17,3;401+;100;15;30,1
401-410;375;JOHANNES GUTENBERG UNIVERSITÄT MAINZ;DE;XL;FC;VH;5;A;-;-;-;-;47,5;280;20;401+;36,5;364;26,1;401+;29,8
401-410;481-490;KHALIFA UNIVERSITY;AE;S;SP;HI;1;A;-;-;-;-;80,6;119;10;401+;100;6;47,3;302;29,9
401-410;501-550;"NATIONAL RESEARCH NUCLEAR UNIVERSITY ""MEPHI"" (MOSCOW ENGINEERING PHYSICS INSTITUTE)";RU;M;FO;VH;4;A;-;-;-;-;93,4;66;3,3;401+;28;401+;43;324;30
401-410;421-430;TAIPEI MEDICAL UNIVERSITY;TW;M;FO;VH;4;B;-;-;-;-;74;144;17,9;401+;20;401+;19,7;401+;29,9
401-410;441-450;UNIVERSIDAD EXTERNADO DE COLOMBIA;CO;M;CO;MD;5;B;-;-;-;-;99,8;26;1;401+;11,5;401+;;;30,2
401-410;461-470;WAKE FOREST UNIVERSITY;US;M;FC;VH;5;B;-;-;-;-;100;22;24,2;401+;7,9;401+;15,9;401+;29,8
411-420;411-420;BANGOR UNIVERSITY;UK;M;FC;HI;5;A;-;-;-;-;21,4;401+;54,9;195;61,8;252;80;145;29,2
411-420;  394=;BILKENT UNIVERSITY;TR;M;CO;VH;3;B;-;-;-;-;20,2;401+;30,1;401+;58,8;264;9,4;401+;28,9
411-420;551-600;KAZAKH NATIONAL TECHNICAL UNIVERSITY AFTER K.I.SATPAYEV    ;KZ;M;FO;HI;4;A;-;-;-;-;93;68;1;401+;2,6;401+;3,9;401+;29,1
411-420;  397=;NATIONAL CENTRAL UNIVERSITY;TW;M;CO;VH;4;A;-;-;-;-;32,9;398;43,8;284;16,4;401+;18,3;401+;28,9
411-420;501-550;NATIONAL RESEARCH UNIVERSITY HIGHER SCHOOL OF ECONOMICS (HSE, MOSCOW);RU;L;FO;VH;2;A;-;-;-;-;92,7;70;1,5;401+;9,3;401+;9,8;401+;29
411-420;471-480;PETER THE GREAT ST.PETERSBURG POLYTECHNIC UNIVERSITY;RU;L;FO;VH;5;A;-;-;-;-;94,1;61;2,3;401+;9,9;401+;41,6;332;29,7
411-420;421-430;SOGANG UNIVERSITY;KR;M;CO;VH;4;B;-;-;-;-;50,4;257;17,6;401+;12,5;401+;9,6;401+;29,7
411-420;421-430;UNITED ARAB EMIRATES UNIVERSITY;AE;M;FC;HI;3;A;-;-;-;-;38,6;336;12,5;401+;100;12;85,6;121;29,4
411-420;  394=;UNIVERSITÄT MANNHEIM;DE;M;FO;VH;5;A;-;-;-;-;21,4;401+;25,1;401+;33,4;375;14,2;401+;29,1
411-420;  361=;UNIVERSITÉ AIX-MARSEILLE;FR;XL;FC;VH;5;A;-;-;-;-;12,8;401+;22,2;401+;20,9;401+;33,6;391;28,9
411-420;421-430;UNIVERSITY OF DELAWARE;US;L;CO;VH;5;A;-;-;-;-;11;401+;80,9;73;34,8;368;27,9;401+;28,9
411-420;  358=;UNIVERSITY OF OULU;FI;M;FC;VH;4;A;-;-;-;-;48,9;270;35,5;351;30,5;394;9,1;401+;29,4
411-420;  369=;UNIVERSITY OF UTAH;US;L;FC;VH;5;A;-;-;-;-;46,2;287;49,8;233;16;401+;24,7;401+;29,4
421-430;401-410;CHRISTIAN-ALBRECHTS-UNIVERSITÄT ZU KIEL;DE;L;FC;VH;5;A;-;-;-;-;57,1;225;22,6;401+;13;401+;16,7;401+;28,8
421-430;451-460;GOLDSMITHS, UNIVERSITY OF LONDON;UK;M;FO;VH;5;A;-;-;-;-;22,5;401+;13,6;401+;86,1;167;97,9;54;28,5
421-430;  387=;INSTITUT NATIONAL DES SCIENCES APPLIQUÉES DE LYON (INSA);FR;M;FO;VH;4;A;-;-;-;-;49,6;262;15,6;401+;32,6;380;83,3;132;28,5
421-430;355;IOWA STATE UNIVERSITY;US;XL;CO;VH;5;A;-;-;-;-;10,9;401+;57,8;174;8,4;401+;29,1;401+;28,5
421-430;401-410;JULIUS-MAXIMILIANS-UNIVERSITÄT WÜRZBURG;DE;L;FC;VH;5;A;-;-;-;-;14,7;401+;53;209;32,6;379;15,3;401+;28,5
421-430;441-450;RENMIN (PEOPLE’S) UNIVERSITY OF CHINA;CN;L;FO;VH;4;A;-;-;-;-;38,8;332;6;401+;13;401+;8,3;401+;28,8
421-430;390;UNIVERSITY OF CONNECTICUT;US;L;FC;VH;5;A;-;-;-;-;21,6;401+;53,6;203;71,8;210;24,3;401+;28,8
431-440;  381=;BEIHANG UNIVERSITY;CN;XL;CO;VH;4;A;-;-;-;-;32,2;401+;45;274;4,6;401+;7,7;401+;28,2
431-440;401-410;FLORIDA STATE UNIVERSITY;US;XL;FC;HI;5;A;-;-;-;-;11,5;401+;46,7;263;10,7;401+;7,6;401+;28
431-440;491-500;HUFS – HANKUK (KOREA) UNIVERSITY OF FOREIGN STUDIES;KR;L;CO;HI;4;B;-;-;-;-;75;139;2,3;401+;37,2;359;32,3;401+;28,3
431-440;411-420;JAGIELLONIAN UNIVERSITY;PL;XL;FC;HI;5;A;-;-;-;-;42,7;309;6,2;401+;4;401+;10,2;401+;28,3
431-440;401-410;PONTIFICIA UNIVERSIDAD JAVERIANA;CO;XL;FC;MD;5;B;-;-;-;-;21,2;401+;2;401+;6,5;401+;2,6;401+;28,3
431-440;471-480;SHARIF UNIVERSITY OF TECHNOLOGY;IR;M;FO;VH;4;A;-;-;-;-;8,4;401+;92,2;38;;;1,4;401+;28
431-440;N/A;SINGAPORE MANAGEMENT UNIVERSITY;SG;M;SP;HI;2;A;-;-;-;-;5,9;401+;33,7;362;100;31;55,4;258;28,1
431-440;421-430;TARAS SHEVCHENKO NATIONAL UNIVERSITY OF KYIV;UA;L;CO;HI;5;A;-;-;-;-;65,9;181;2,5;401+;1,7;401+;5,4;401+;28
431-440;401-410;THE UNIVERSITY OF GEORGIA;US;XL;FC;VH;5;A;-;-;-;-;21,6;401+;35,8;343;50,2;302;16,3;401+;28
431-440;411-420;UNIVERSIDAD POLITECNICA DE VALENCIA;ES;L;CO;VH;3;A;-;-;-;-;49,9;259;18,9;401+;4,8;401+;19,3;401+;28,4
431-440;  367=;UNIVERSITÀ DI PISA;IT;XL;FC;VH;5;A;-;-;-;-;7,2;401+;24,6;401+;2,4;401+;9,3;401+;28,4
441-450;411-420;AMERICAN UNIVERSITY OF SHARJAH;AE;M;FC;MD;2;B;-;-;-;-;18,2;401+;12,1;401+;100;1;100;4;27,5
441-450;481-490;AUCKLAND UNIVERSITY OF TECHNOLOGY ;NZ;L;CO;HI;2;A;-;-;-;-;14,2;401+;9,4;401+;99;64;99,2;33;27,6
441-450;461-470;CHANG GUNG UNIVERSITY;TW;M;FO;VH;3;B;-;-;-;-;70,2;158;50,1;229;4,5;401+;6,6;401+;27,8
441-450;501-550;DONGGUK UNIVERSITY ;KR;L;FC;HI;5;B;-;-;-;-;77,1;129;6,8;401+;15,4;401+;25,3;401+;27,8
441-450;441-450;HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY;CN;XL;FC;VH;4;A;-;-;-;-;15,4;401+;48,8;244;3,4;401+;7;401+;27,4
441-450;441-450;SABANCI UNIVERSITY;TR;S;FO;VH;2;B;-;-;-;-;45,2;292;20,7;401+;48;306;19,3;401+;27,8
441-450;501-550;SWINBURNE UNIVERSITY OF TECHNOLOGY;AU;L;CO;VH;2;A;-;-;-;-;10,7;401+;30,2;396;92;131;94,2;83;27,9
441-450;491-500;UNIVERSIDAD DE PALERMO;AR;M;FO;MD;3;B;-;-;-;-;56,2;232;1,1;401+;37,1;360;95,5;73;27,9
441-450;431-440;UNIVERSITÀ DEGLI STUDI DI TRENTO;IT;L;CO;VH;4;A;-;-;-;-;8,6;401+;48,5;247;44;322;15,1;401+;27,4
441-450;  351=;UNIVERSITÄT BREMEN;DE;L;CO;VH;3;A;-;-;-;-;33,5;387;19,1;401+;31;391;23,3;401+;27,4
441-450;431-440;UNIVERSITY OF MARYLAND, BALTIMORE COUNTY;US;M;FC;VH;4;A;-;-;-;-;16,1;401+;81,3;72;9,3;401+;17,1;401+;27,7
451-460;481-490;KOÇ UNIVERSITY ;TR;M;CO;HI;2;B;-;-;-;-;40,2;326;17,9;401+;43,7;324;15,3;401+;27,3
451-460;431-440;OREGON STATE UNIVERSITY;US;L;CO;VH;5;A;-;-;-;-;28,7;401+;35,7;349;60,2;258;28,5;401+;27,3
451-460;441-450;PUSAN NATIONAL UNIVERSITY;KR;L;FC;VH;4;A;-;-;-;-;36,2;351;22;401+;8,6;401+;11,1;401+;27,2
451-460;421-430;RUHR-UNIVERSITÄT BOCHUM;DE;XL;FC;VH;4;A;-;-;-;-;9,2;401+;42,3;293;22;401+;36,6;365;27
451-460;411-420;SHANGHAI UNIVERSITY;CN;XL;CO;VH;2;A;-;-;-;-;29,6;401+;22,5;401+;10,3;401+;3,7;401+;27,3
451-460;501-550;SULTAN QABOOS UNIVERSITY;OM;M;FC;HI;3;A;-;-;-;-;62,1;203;9,5;401+;100;34;4,5;401+;27,2
451-460;411-420;UNIVERSITÀ DEGLI STUDI DI FIRENZE (UNIFI);IT;XL;FC;VH;4;A;-;-;-;-;14,7;401+;21,1;401+;6,9;401+;15,3;401+;27,1
451-460;  367=;UNIVERSITY OF COIMBRA;PT;L;FC;VH;5;A;-;-;-;-;15;401+;31;392;9,4;401+;20,7;401+;27,3
451-460;401-410;XIAMEN UNIVERSITY;CN;XL;FC;VH;4;A;-;-;-;-;25,2;401+;42,4;290;11,5;401+;9,2;401+;27
451-460;441-450;YORK UNIVERSITY;CA;XL;CO;VH;4;A;-;-;-;-;13,2;401+;20,1;401+;33,1;377;45,5;313;27
461-470;491-500;ARABIAN GULF UNIVERSITY;BH;S;CO;MD;3;A;-;-;-;-;64,6;192;2,7;401+;100;18;100;5;26,7
461-470;501-550;BOND UNIVERSITY;AU;S;FC;HI;3;B;-;-;-;-;49;269;14,7;401+;98,4;73;92,5;95;26,8
461-470;411-420;CONCORDIA UNIVERSITY;CA;XL;CO;VH;3;A;-;-;-;-;6,5;401+;29,3;401+;69,7;215;88,3;109;26,8
461-470;431-440;KARL-FRANZENS-UNIVERSITÄT GRAZ;AT;L;CO;HI;5;A;-;-;-;-;16,6;401+;18,8;401+;54,9;285;35,8;371;26,8
461-470;451-460;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;BR;XL;FC;VH;5;A;-;-;-;-;16,9;401+;15,7;401+;84,8;170;3,7;401+;26,5
461-470;  397=;UNIVERSITÉ PAUL SABATIER TOULOUSE III;FR;L;CO;VH;5;A;-;-;-;-;41,1;319;8,9;401+;10,3;401+;39,8;346;26,8
461-470;431-440;UNIVERSITY OF NEW MEXICO;US;L;FC;VH;5;A;-;-;-;-;50,9;253;32,8;373;12,4;401+;6,3;401+;26,6
461-470;471-480;UNIVERSITY OF OKLAHOMA;US;L;FC;VH;5;A;-;-;-;-;61,8;207;18,3;401+;32,6;381;14,4;401+;26,5
461-470;451-460;UNIVERSITY OF TENNESSEE;US;L;FC;VH;5;A;-;-;-;-;28,8;401+;56,5;183;6,6;401+;6,8;401+;26,5
461-470;501-550;WAYNE STATE UNIVERSITY;US;L;FC;VH;5;A;-;-;-;-;76,6;136;20,9;401+;21,8;401+;21,5;401+;26,7
471-480;441-450;BOGAZIÇI ÜNIVERSITESI;TR;M;CO;VH;5;A;-;-;-;-;6,5;401+;33,4;368;26,8;401+;21,9;401+;26,4
471-480;501-550;CLARK UNIVERSITY;US;S;CO;VH;5;B;-;-;-;-;35,4;366;50,5;224;9,9;401+;83;134;26,4
471-480;471-480;EAST CHINA UNIVERSITY OF SCIENCE AND TECHNOLOGY;CN;XL;CO;VH;4;A;-;-;-;-;15,7;401+;77,8;85;3,2;401+;2,5;401+;26,1
471-480;431-440;MIDDLE EAST TECHNICAL UNIVERSITY;TR;L;CO;VH;4;A;-;-;-;-;11;401+;20;401+;6,1;401+;12;401+;26,1
471-480;501-550;TECHNISCHE UNIVERSITÄT BRAUNSCHWEIG;DE;L;CO;VH;5;A;-;-;-;-;65,1;187;11,9;401+;7,8;401+;34,3;384;26,4
471-480;491-500;TOKYO METROPOLITAN UNIVERSITY;JP;M;CO;VH;4;A;-;-;-;-;12,5;401+;67,7;129;7,8;401+;6,3;401+;26,1
471-480;501-550;UNIVERSIDAD DE COSTA RICA;CR;XL;CO;MD;4;A;-;-;-;-;28,8;401+;2,3;401+;;;1,4;401+;26,1
471-480;451-460;UNIVERSIDAD DE SANTIAGO DE CHILE (USACH);CL;L;FC;MD;5;A;-;-;-;-;9,6;401+;4,9;401+;5,3;401+;1,5;401+;26,1
471-480;451-460;UNIVERSITY OF SASKATCHEWAN;CA;L;FC;VH;5;A;-;-;-;-;26,7;401+;34,9;356;61,7;253;55;262;26,4
481-490;;DALIAN UNIVERSITY OF TECHNOLOGY;CN;XL;CO;VH;4;A;-;-;-;-;14;401+;71,9;108;9,7;401+;4,4;401+;25,6
481-490;N/A;HITOTSUBASHI UNIVERSITY;JP;M;SP;HI;5;A;-;-;-;-;23;401+;5,5;401+;22,7;401+;28,8;401+;26
481-490;451-460;INDIAN INSTITUTE OF TECHNOLOGY GUWAHATI (IITG);IN;M;CO;VH;2;A;-;-;-;-;25,6;401+;62,3;152;2,2;401+;1,8;401+;25,8
481-490;501-550;LEHIGH UNIVERSITY;US;M;CO;VH;5;B;-;-;-;-;32,1;401+;55,3;194;6,8;401+;50,7;282;26
481-490;491-500;PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ;PE;L;FO;MD;4;B;-;-;-;-;17,5;401+;1,8;401+;6;401+;4,4;401+;25,9
481-490;421-430;TIANJIN UNIVERSITY;CN;XL;CO;VH;5;A;-;-;-;-;28;401+;47,8;253;10,9;401+;2,4;401+;25,7
481-490;491-500;UNIVERSIDAD DE ZARAGOZA;ES;XL;FC;HI;5;A;-;-;-;-;47;283;16,6;401+;3,7;401+;13,9;401+;25,7
481-490;441-450;UNIVERSITÀ DEGLI STUDI DI NAPOLI FEDERICO II;IT;XL;FC;VH;5;A;-;-;-;-;3;401+;47,3;258;1,5;401+;1,5;401+;25,6
481-490;401-410;UNIVERSITÁ DEGLI STUDI DI ROMA - TOR VERGATA;IT;XL;CO;VH;3;A;-;-;-;-;7,5;401+;28,7;401+;8;401+;21,1;401+;25,6
481-490;501-550;VILNIUS UNIVERSITY ;LT;L;FC;HI;5;A;-;-;-;-;58,9;217;4,7;401+;5,6;401+;4,2;401+;25,6
491-500;501-550;ABERYSTWYTH UNIVERSITY;UK;M;CO;VH;5;A;-;-;-;-;23,2;401+;33,3;369;68,8;220;68,9;191;25,5
491-500;461-470;ARISTOTLE UNIVERSITY OF THESSALONIKI;GR;XL;FC;VH;4;A;-;-;-;-;5,2;401+;29,7;401+;1,9;401+;21;401+;25,4
491-500;;IRAN UNIVERSITY OF SCIENCE AND TECHNOLOGY;IR;M;FO;VH;4;A;-;-;-;-;3,7;401+;97,7;19;;;;;25,2
491-500;451-460;JILIN UNIVERSITY;CN;XL;FC;VH;4;A;-;-;-;-;40;328;22,5;401+;16,1;401+;3,5;401+;25,3
491-500;551-600;THE CATHOLIC UNIVERSITY OF KOREA ;KR;M;FC;VH;5;B;-;-;-;-;89;77;15,2;401+;3,6;401+;3,1;401+;25,2
491-500;471-480;UNIVERSITÀ CATTOLICA DEL SACRO CUORE;IT;XL;CO;VH;4;B;-;-;-;-;10,6;401+;15,8;401+;17,7;401+;16,5;401+;25,3
