RANK2015;RANK2014;INSTITUTION;COUNTRY;SIZE;FOCUS;RESEARCH;AGE;STATUS;AR SCORE;AR RANK;ER SCORE;ER RANK;FS SCORE;FS RANK;CPF SCORE;CPF RANK;IF SCORE;IF RANK;IS SCORE;IS RANK;OVERALL SCORE
  331=;  318=;UNIVERSITY OF THE WITWATERSRAND;ZA;L;FC;HI;5;A;41,6;297;43,3;360;27,9;401+;36,9;398;88,7;131;24;401+;39,7
  331=;  379=;XI'AN JIAOTONG UNIVERSITY;CN;XL;FC;VH;5;A;33,1;389;46;334;56,9;270;45,1;328;15;401+;12,4;401+;39,7
  331=;  355=;BRUNEL UNIVERSITY;UK;L;CO;VH;3;A;21,9;401+;40,6;382;29;401+;56,2;257;95,5;88;98,9;29;39,7
337;346;MASSEY UNIVERSITY;NZ;L;CO;VH;4;A;38,7;327;41,2;373;37,4;401+;25,4;401+;95,1;92;48,3;302;39,4
  338=;  355=;VIRGINIA POLYTECHNIC INSTITUTE (VIRGINIA TECH);US;XL;FC;VH;5;A;38,7;328;42;371;36,4;401+;48,5;300;24,2;401+;25,3;401+;39,2
  338=;  322=;BAUMAN MOSCOW STATE TECHNICAL UNIVERSITY;RU;L;CO;HI;5;A;29,7;401+;65,5;184;99,8;27;1,1;401+;1,7;401+;9;401+;39,2
  338=;256;NATIONAL YANG MING UNIVERSITY;TW;S;FC;VH;3;A;18,6;401+;16,1;401+;99,4;33;45,8;318;9,6;401+;11,5;401+;39,2
  338=;  249=;UNIVERSITÄT ULM;DE;M;CO;VH;3;A;14,1;401+;15,5;401+;79,5;135;59,3;235;48,4;298;34,6;401+;39,2
  338=;  300=;UNIVERSITY AT BUFFALO SUNY;US;L;FC;VH;5;A;28,8;401+;13;401+;17,1;401+;78,5;113;70;206;72,7;173;39,2
  338=;401-410;UNIVERSITY OF WAIKATO;NZ;M;CO;VH;4;A;25,4;401+;49,6;303;23;401+;53,6;274;96,4;78;77,8;152;39,2
344;  335=;UNIVERSITY OF WARSAW ;PL;XL;CO;VH;5;A;50,9;221;64,4;195;40,6;401+;10,1;401+;17,4;401+;22,4;401+;39
  345=;393;TONGJI UNIVERSITY;CN;XL;FC;VH;5;A;37,2;344;46,6;329;35;401+;45,2;324;48,9;296;14,9;401+;38,9
  345=;  360=;AMERICAN UNIVERSITY IN CAIRO;EG;M;CO;HI;4;B;36,8;350;77,4;124;49,2;321;6,1;401+;93;113;12,5;401+;38,9
  346=;  390=;ASTON UNIVERSITY;UK;M;CO;VH;3;A;23,3;401+;53,5;278;22,6;401+;51;287;93,3;108;93;79;38,8
347;  267=;UNIVERSITY OF EASTERN FINLAND;FI;M;CO;VH;3;A;26,8;401+;21,7;401+;77,5;147;36,1;401+;46;305;15,9;401+;38,8
  348=;  314=;HIROSHIMA UNIVERSITY;JP;L;FC;VH;4;A;33,8;386;10,5;401+;88,1;91;23,8;401+;13,5;401+;15,1;401+;38,5
  348=;359;RENSSELAER POLYTECHNIC INSTITUTE;US;M;CO;VH;5;B;19,3;401+;25,4;401+;27,2;401+;98,1;24;11,7;401+;49,2;294;38,5
350;401-410;PONTIFICIA UNIVERSIDAD CATÓLICA ARGENTINA SANTA MARÍA DE LOS BUENOS AIRES (UCA);AR;L;FC;LO;4;B;35,5;363;86,2;87;69;190;1,4;401+;;;27,5;401+;38,4
  351=;  348=;UNIVERSITÄT BREMEN;DE;L;CO;VH;3;A;39,5;317;33,9;401+;53,7;288;21,3;401+;42,6;326;34,9;401+;38,2
  351=;312;UNIVERSIDADE NOVA DE LISBOA;PT;L;FC;HI;3;A;35,7;360;51,7;286;48;333;27,2;401+;39,5;340;32,3;401+;38,2
353;366;DUBLIN CITY UNIVERSITY (DCU);IE;M;CO;VH;3;A;24,1;401+;49;306;48,1;331;33,5;401+;84,5;152;58,8;233;38,1
354;  355=;EWHA WOMANS UNIVERSITY;KR;L;FC;HI;5;B;30,1;401+;32;401+;78,5;142;25,5;401+;14,2;401+;24;401+;38
355;  348=;IOWA STATE UNIVERSITY;US;XL;CO;VH;5;A;36,4;355;21,7;401+;20,7;401+;71;152;19,8;401+;34,7;401+;37,9
  356=;  363=;AALBORG UNIVERSITY;DK;L;FC;HI;3;A;33,5;387;57,6;242;29,7;401+;33,4;401+;69,4;211;48,7;298;37,8
  356=;362;TAMPERE UNIVERSITY OF TECHNOLOGY ;FI;M;CO;VH;3;A;16,7;401+;33,7;401+;89,2;86;24,8;401+;72,7;199;25,5;401+;37,8
  358=;  310=;UNIVERSITY OF INDONESIA;ID;XL;FC;MD;5;A;50,5;225;61,3;217;43,6;378;1,8;401+;38,7;344;5,7;401+;37,7
  358=;  259=;UNIVERSITY OF OULU;FI;M;FC;VH;4;A;30,2;401+;21,1;401+;61,4;245;43,1;347;42,4;328;7,5;401+;37,7
360;451-460;UNIVERSITY OF KENT;UK;L;CO;VH;4;A;27;401+;32,3;401+;40,5;401+;31,1;401+;94,8;93;89,1;97;37,6
  361=;  341=;UNIVERSITÉ AIX-MARSEILLE;FR;XL;FC;VH;5;A;58,3;187;19;401+;25,5;401+;22,7;401+;7,2;401+;44,8;328;37,5
  361=;  379=;WASHINGTON STATE UNIVERSITY;US;L;FC;VH;5;A;39,1;321;28,4;401+;32,6;401+;40,6;365;67,1;218;18,7;401+;37,5
  361=;  294=;KOBE UNIVERSITY;JP;L;FC;HI;4;A;38,4;331;34,1;401+;65,2;212;21,5;401+;12,1;401+;14,1;401+;37,5
  361=;308;UNIVERSITY OF SOUTHERN DENMARK;DK;L;FO;VH;3;A;29,7;401+;34;401+;47;343;31,9;401+;73,5;196;54,6;254;37,5
365;  399=;NORTHEASTERN UNIVERSITY;US;L;CO;VH;5;B;23,1;401+;49;308;37,9;401+;47,1;309;35,7;365;88,7;98;37,4
366;421-430;LEIBNIZ UNIVERSITÄT HANNOVER;DE;L;CO;VH;5;A;29,2;401+;41,1;375;2,7;401+;91,8;49;14,9;401+;32,9;401+;37,2
  367=;245;UNIVERSITÀ DI PISA;IT;XL;FC;HI;5;A;59,4;184;38,6;401+;12;401+;30,1;401+;7,8;401+;11,2;401+;37,1
  367=;351;UNIVERSITY OF COIMBRA;PT;L;FC;VH;5;A;44;272;36,4;401+;28,6;401+;37,2;396;26,8;401+;25,3;401+;37,1
  369=;  367=;UNIVERSITÉ PARIS DAUPHINE;FR;M;SP;HI;3;A;35,6;361;80;111;27,4;401+;13,2;401+;43,3;321;86;115;36,9
  369=;313;UNIVERSITY OF UTAH;US;L;FC;VH;5;A;23,8;401+;16,8;401+;45;362;68,5;163;29,9;401+;28,9;401+;36,9
371;  324=;L.N. GUMILYOV EURASIAN NATIONAL UNIVERSITY ;KZ;L;FO;MD;2;A;29,7;401+;27,9;401+;99,9;25;1,4;401+;27,7;401+;8,2;401+;36,8
372;  352=;STONY BROOK UNIVERSITY;US;L;FC;VH;4;A;26,4;401+;11,8;401+;50,5;311;49,4;295;13,1;401+;84,6;123;36,7
  373=;431-440;AMERICAN UNIVERSITY;US;M;CO;HI;5;B;34,9;366;70;155;43,3;383;21,6;401+;12,4;401+;38,3;381;36,6
  373=;411-420;LINCOLN UNIVERSITY ;NZ;S;CO;HI;5;A;11,1;401+;16,9;401+;70,6;181;38,9;376;81,7;162;88,3;102;36,6
375;  300=;JOHANNES GUTENBERG UNIVERSITÄT MAINZ;DE;XL;FC;HI;5;A;36,4;354;33,8;401+;49,2;320;25,2;401+;37,3;353;34,8;401+;36,5
  376=;;UNIVERSITÉ DE MONTPELLIER ;FR;XL;CO;VH;5;A;45,2;265;30,5;401+;17,8;401+;45,1;326;12,5;401+;40,1;359;36,4
  376=;411-420;NATIONAL TAIWAN NORMAL UNIVERSITY;TW;M;CO;VH;4;A;40,5;310;24,8;401+;53,3;291;16,1;401+;18,6;401+;56,5;247;36,4
  376=;441-450;NATIONAL TECHNICAL UNIVERSITY OF ATHENS;GR;M;FO;VH;5;A;33;391;64,4;194;21,6;401+;59;238;1,6;401+;9,9;401+;36,4
  379=;431-440;NATIONAL SUN YAT-SEN UNIVERSITY;TW;M;CO;VH;3;A;32,7;398;15,5;401+;29,6;401+;69,4;159;24,1;401+;9,4;401+;36,2
  379=;401-410;UNIVERSITY OF TASMANIA;AU;L;CO;VH;5;A;29,4;401+;20,3;401+;28,1;401+;42,5;351;85,1;149;79;144;36,2
  381=;451-460;BEIHANG UNIVERSITY;CN;L;CO;VH;4;A;24,4;401+;37,6;401+;51,8;301;58,5;243;2,7;401+;6;401+;36,1
  381=;  316=;BRANDEIS UNIVERSITY;US;M;CO;HI;4;B;19,1;401+;40,6;381;33,8;401+;63,4;198;22;401+;75,7;157;36,1
  381=;  397=;UNIVERSITÄT JENA;DE;L;FC;VH;5;A;30;401+;19;401+;70,1;184;29,4;401+;10,7;401+;34,6;401+;36,1
  384=;289;UNIVERSITÄT LEIPZIG;DE;L;FC;VH;5;A;41;307;24,6;401+;9,8;401+;63,1;202;16;401+;33,5;401+;36
  384=;501-550;UNIVERSITY OF STIRLING;UK;M;CO;VH;3;A;17,9;401+;21,3;401+;36;401+;62,2;206;71,5;202;67,8;194;36
  384=;  280=;YESHIVA UNIVERSITY;US;M;FC;VH;5;B;4;401+;8,9;401+;97,8;42;64,3;192;1,7;401+;18,5;401+;36
  387=;278;UNIVERSITÉ PARIS DESCARTES;FR;L;FC;VH;5;A;37,8;338;21,9;401+;31,6;401+;45,1;327;16,6;401+;46,6;312;35,9
  387=;401-410;INSTITUT NATIONAL DES SCIENCES APPLIQUÉES DE LYON (INSA);FR;M;FO;VH;4;A;16,8;401+;68,7;165;59,5;256;20,4;401+;41;331;84,1;125;35,9
  387=;350;JAMES COOK UNIVERSITY (JCU);AU;M;FC;VH;3;A;22,6;401+;31,6;401+;35,3;401+;48,7;299;91,4;120;45,5;319;35,9
390;401-410;UNIVERSITY OF CONNECTICUT;US;L;FC;VH;5;A;23,1;401+;19,9;401+;29,1;401+;66,3;177;84,4;153;23,9;401+;35,8
  391=;461-470;INDIAN INSTITUTE OF TECHNOLOGY ROORKEE (IITR);IN;M;FO;VH;5;A;24;401+;38,6;401+;18,8;401+;91,6;50;;;2,3;401+;35,7
  391=;  294=;TOKYO MEDICAL AND DENTAL UNIVERSITY ;JP;S;FO;VH;4;A;16,5;401+;10,2;401+;100;11;34,3;401+;5,2;401+;16,9;401+;35,7
393;  371=;UNIVERSITY OF KANSAS;US;L;FC;VH;5;A;23,6;401+;17,8;401+;76,4;151;32,7;401+;23,7;401+;26,4;401+;35,6
  394=;  399=;BILKENT UNIVERSITY;TR;M;CO;VH;3;;34,7;372;44,5;356;30,7;401+;37,4;394;59,2;250;9,6;401+;35,5
  394=;401-410;LA TROBE UNIVERSITY;AU;L;CO;VH;3;A;30,9;401+;41;376;19,3;401+;29,3;401+;93,7;102;92,1;84;35,5
  394=;  328=;UNIVERSITÄT MANNHEIM;DE;L;FO;VH;5;A;28,9;401+;88,5;78;25;401+;29,3;401+;32,6;384;50,8;282;35,5
  397=;441-450;UNIVERSITÉ PAUL SABATIER TOULOUSE III;FR;L;CO;VH;5;A;42,3;287;12,4;401+;61,9;244;10,6;401+;19;401+;29,1;401+;35,1
  397=;  399=;MOSCOW STATE INSTITUTE OF INTERNATIONAL RELATIONS – MGIMO UNIVERSITY ;RU;M;SP;LO;4;A;20,2;401+;47,9;320;97,6;44;1;401+;4,9;401+;43,2;342;35,1
  397=;401-410;NATIONAL CENTRAL UNIVERSITY;TW;M;CO;VH;4;A;30;401+;16,9;401+;43,1;388;54,8;264;19,2;401+;16,1;401+;35,1
  400=;461-470;SWANSEA UNIVERSITY;UK;L;FC;HI;4;A;21,8;401+;18,2;401+;46,4;351;41,9;360;63,9;235;71,3;180;35
400;  379=;UNIVERSITY OF TARTU;EE;M;FC;VH;5;A;32,5;401+;26,7;401+;67,5;199;19,5;401+;22,9;401+;14,3;401+;35
401-410;347;PONTIFICIA UNIVERSIDAD JAVERIANA;CO;XL;FC;MD;5;B;-;-;-;-;32,1;401+;2,1;401+;8,5;401+;4,4;401+;34,8
401-410;  305=;UNIVERSITÁ DEGLI STUDI DI ROMA - TOR VERGATA;IT;XL;CO;VH;3;A;-;-;-;-;13,2;401+;34,1;401+;17,6;401+;40,9;356;34,7
401-410;  367=;UNIVERSITY OF THE PHILIPPINES;PH;XL;FC;MD;5;A;-;-;-;-;45,3;358;2,4;401+;2,4;401+;2;401+;34,9
401-410;451-460;FLORIDA STATE UNIVERSITY;US;XL;FC;HI;5;A;-;-;-;-;17,9;401+;62;208;11,8;401+;9,9;401+;34,9
401-410;431-440;THE UNIVERSITY OF GEORGIA;US;XL;FC;VH;5;A;-;-;-;-;30,8;401+;48,2;303;29,1;401+;20,4;401+;34,4
401-410;441-450;XIAMEN UNIVERSITY;CN;XL;FC;VH;4;A;-;-;-;-;39,8;401+;47,9;305;13,9;401+;7;401+;34,9
401-410;501-550;BEIJING INSTITUTE OF TECHNOLOGY;CN;L;FO;VH;4;A;-;-;-;-;38,1;401+;44,9;331;10,2;401+;8,8;401+;34,5
401-410;396;CHRISTIAN-ALBRECHTS-UNIVERSITÄT ZU KIEL;DE;L;FC;VH;5;A;-;-;-;-;56,8;271;28,1;401+;17,5;401+;21,8;401+;34,5
401-410;  341=;JULIUS-MAXIMILIANS-UNIVERSITÄT WÜRZBURG;DE;L;FC;VH;5;A;-;-;-;-;25,7;401+;63;204;35,3;368;18,3;401+;34,7
401-410;  377=;UNIVERSITY OF TEXAS DALLAS ;US;L;CO;VH;3;A;-;-;-;-;10,6;401+;92,6;47;14;401+;57,6;242;34,6
411-420;  352=;UNIVERSITÀ DEGLI STUDI DI FIRENZE (UNIFI);IT;XL;FC;VH;4;A;-;-;-;-;18,4;401+;29,3;401+;10,8;401+;19,9;401+;34,3
411-420;  371=;JAGIELLONIAN UNIVERSITY;PL;XL;FC;HI;5;A;-;-;-;-;50,1;314;8;401+;5,2;401+;11,6;401+;34,2
411-420;501-550;SHANGHAI UNIVERSITY;CN;XL;CO;VH;2;A;-;-;-;-;34,7;401+;30,7;401+;13;401+;4,2;401+;34
411-420;421-430;UNIVERSIDAD POLITECNICA DE VALENCIA;ES;XL;CO;VH;3;A;-;-;-;-;38,9;401+;36;401+;7,7;401+;21,6;401+;34,3
411-420;  390=;AMERICAN UNIVERSITY OF SHARJAH;AE;M;FC;MD;2;B;-;-;-;-;27,7;401+;15,9;401+;100;3;100;2;33,9
411-420;471-480;BANGOR UNIVERSITY;UK;M;FC;HI;5;A;-;-;-;-;39,3;401+;54;268;69,5;209;71,3;178;34
411-420;441-450;COLORADO STATE UNIVERSITY;US;L;CO;VH;5;A;-;-;-;-;22,3;401+;56,9;251;26,5;401+;16,5;401+;34,2
411-420;461-470;CONCORDIA UNIVERSITY;CA;XL;CO;VH;3;A;-;-;-;-;10,8;401+;41;363;69,1;214;86,7;112;33,9
411-420;461-470;UNIVERSIDAD DE BELGRANO;AR;M;CO;LO;4;B;-;-;-;-;70,3;182;1,1;401+;10;401+;85,7;116;34,2
411-420;;UNIVERSITY OF COLORADO AT DENVER ;US;L;FC;VH;5;A;-;-;-;-;100;14;25,1;401+;9;401+;27,8;401+;34,1
421-430;  388=;RUHR-UNIVERSITÄT BOCHUM;DE;XL;FC;HI;4;A;-;-;-;-;23,4;401+;33;401+;39,6;339;41,6;352;33,8
421-430;421-430;TARAS SHEVCHENKO NATIONAL UNIVERSITY OF KYIV;UA;L;CO;HI;5;A;-;-;-;-;80,6;131;3,1;401+;1,5;401+;8,8;401+;33,7
421-430;491-500;BELARUS STATE UNIVERSITY;BY;L;FO;HI;4;A;-;-;-;-;88,7;89;1,8;401+;8,7;401+;29,9;401+;33,6
421-430;384;SOGANG UNIVERSITY;KR;M;CO;VH;4;B;-;-;-;-;50,5;310;24,4;401+;20,1;401+;14,7;401+;33,4
421-430;  379=;TAIPEI MEDICAL UNIVERSITY;TW;M;FO;VH;4;B;-;-;-;-;63,3;229;35,8;401+;27,2;401+;22;401+;33,8
421-430;501-550;TIANJIN UNIVERSITY;CN;L;CO;VH;5;A;-;-;-;-;45,4;357;51,3;283;7,7;401+;3,1;401+;33,3
421-430;  385=;UNITED ARAB EMIRATES UNIVERSITY;AE;M;FC;HI;3;A;-;-;-;-;37,9;401+;16,4;401+;100;12;86,8;111;33,2
421-430;431-440;UNIVERSITY OF DELAWARE;US;L;CO;VH;5;A;-;-;-;-;18;401+;86,1;75;39,7;337;33,3;401+;33,4
421-430;  338=;UNIVERSITY OF TROMSO;NO;M;FC;HI;3;A;-;-;-;-;92,5;70;18,5;401+;19,4;401+;24,7;401+;33,5
431-440;461-470;BANDUNG INSTITUTE OF TECHNOLOGY (ITB);ID;L;CO;HI;4;A;-;-;-;-;24,1;401+;3,3;401+;5,5;401+;3,3;401+;32,5
431-440;501-550;UNIVERSITÉ DU QUÉBEC;CA;XL;FC;HI;3;A;-;-;-;-;33,6;401+;14,7;401+;14,4;401+;15,4;401+;32,6
431-440;401-410;MIDDLE EAST TECHNICAL UNIVERSITY;TR;L;CO;VH;4;A;-;-;-;-;17,6;401+;30;401+;9,6;401+;17;401+;32,9
431-440;411-420;KARL-FRANZENS-UNIVERSITÄT GRAZ;AT;L;CO;HI;5;A;-;-;-;-;24,1;401+;26,2;401+;56,8;263;38,9;374;33
431-440;411-420;UNIVERSITÀ DEGLI STUDI DI TRENTO;IT;L;CO;VH;4;A;-;-;-;-;11,3;401+;60,5;222;45,5;308;22,4;401+;32,5
431-440;431-440;ILLINOIS INSTITUTE OF TECHNOLOGY;US;M;CO;VH;5;B;-;-;-;-;33,4;401+;46,4;315;20,8;401+;100;14;33
431-440;411-420;MOSCOW INSTITUTE OF PHYSICS AND TECHNOLOGY STATE UNIVERSITY;RU;M;FO;VH;4;A;-;-;-;-;99,1;38;5,7;401+;18,1;401+;38;383;32,7
431-440;451-460;OREGON STATE UNIVERSITY;US;L;CO;VH;5;A;-;-;-;-;39,5;401+;42,3;353;58,5;254;33,8;401+;32,9
431-440;;UNIVERSITY OF MARYLAND, BALTIMORE COUNTY;US;M;FC;VH;3;A;-;-;-;-;24,2;401+;85,9;78;15,1;401+;20,8;401+;33
431-440;  397=;UNIVERSITY OF NEW MEXICO;US;L;FC;VH;5;A;-;-;-;-;56,2;275;40,2;369;2,9;401+;7;401+;32,6
441-450;  363=;UNIVERSITÉ DE BORDEAUX;FR;XL;FO;VH;5;A;-;-;-;-;22,8;401+;13,9;401+;28,4;401+;29,4;401+;32
441-450;345;UNIVERSITÀ DEGLI STUDI DI NAPOLI FEDERICO II;IT;XL;FC;VH;5;A;-;-;-;-;4,5;401+;55,5;258;2;401+;1,8;401+;32
441-450;421-430;YORK UNIVERSITY;CA;XL;CO;VH;4;A;-;-;-;-;17;401+;25,4;401+;36,7;358;20,4;401+;32,2
441-450;461-470;RENMIN (PEOPLE’S) UNIVERSITY OF CHINA;CN;L;FO;VH;4;A;-;-;-;-;43,9;374;8;401+;12,4;401+;12,6;401+;32,1
441-450;431-440;PUSAN NATIONAL UNIVERSITY;KR;L;FC;VH;4;A;-;-;-;-;43,3;382;27,8;401+;11,6;401+;13,3;401+;32
441-450;441-450;ABO AKADEMI UNIVERSITY;FI;M;CO;VH;4;A;-;-;-;-;42,4;391;44,1;335;45;312;51,9;274;32
441-450;  399=;BOGAZIÇI ÜNIVERSITESI;TR;M;CO;VH;5;A;-;-;-;-;13,8;401+;45;329;30,5;397;21,5;401+;32,2
441-450;481-490;HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY;CN;XL;FC;VH;4;A;-;-;-;-;23,5;401+;53,9;271;4,4;401+;9,9;401+;32,3
441-450;471-480;SABANCI UNIVERSITY;TR;S;FO;VH;2;;-;-;-;-;53,4;289;26;401+;52,6;282;21,1;401+;32,3
441-450;;UNIVERSIDAD EXTERNADO DE COLOMBIA;CO;M;CO;LO;5;C;-;-;-;-;99,6;30;1;401+;14,4;401+;;;32
441-450;  385=;UNIVERSITY OF TAMPERE;FI;M;CO;VH;4;A;-;-;-;-;58;262;20,5;401+;23,8;401+;18,9;401+;32,2
451-460;451-460;UNIVERSIDAD DE SANTIAGO DE CHILE (USACH);CL;L;FC;MD;5;A;-;-;-;-;15,4;401+;6,8;401+;7,6;401+;1,6;401+;31,9
451-460;471-480;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;BR;XL;FC;VH;5;A;-;-;-;-;24,7;401+;20,5;401+;100;7;;;31,6
451-460;501-550;GOLDSMITHS, UNIVERSITY OF LONDON;UK;M;FO;HI;5;A;-;-;-;-;26,1;401+;7,2;401+;79,3;175;98,1;38;31,5
451-460;411-420;CZECH TECHNICAL UNIVERSITY IN PRAGUE;CZ;L;SP;VH;5;A;-;-;-;-;33;401+;12,1;401+;7,3;401+;39,4;369;31,5
451-460;551-600;INDIAN INSTITUTE OF TECHNOLOGY GUWAHATI (IITG);IN;S;CO;VH;2;A;-;-;-;-;32,3;401+;74,9;136;1,3;401+;2,3;401+;31,1
451-460;501-550;JILIN UNIVERSITY;CN;XL;FC;VH;4;A;-;-;-;-;39,3;401+;38;385;24;401+;4,6;401+;31,8
451-460;481-490;UNIVERSITÄT BAYREUTH;DE;L;CO;HI;3;A;-;-;-;-;47,8;334;36,5;401+;39,7;336;21;401+;31,4
451-460;551-600;UNIVERSITY OF NEBRASKA;US;L;CO;VH;5;A;-;-;-;-;36,4;401+;45,7;322;72,7;200;35,5;401+;31,4
451-460;481-490;UNIVERSITY OF SASKATCHEWAN;CA;L;FC;HI;5;A;-;-;-;-;36,2;401+;42,2;356;42,3;329;50,8;283;31,1
451-460;431-440;UNIVERSITY OF TENNESSEE;US;L;FC;VH;5;A;-;-;-;-;48,2;329;55,1;262;9,5;401+;8,5;401+;31,5
461-470;471-480;CITY UNIVERSITY OF NEW YORK;US;XL;CO;VH;5;A;-;-;-;-;23,2;401+;14,6;401+;9,1;401+;16;401+;30,9
461-470;461-470;UNIVERSIDAD DE GRANADA;ES;XL;FC;VH;5;A;-;-;-;-;21,8;401+;23,4;401+;5,4;401+;29,2;401+;31
461-470;461-470;ARISTOTLE UNIVERSITY OF THESSALONIKI;GR;XL;FC;HI;4;A;-;-;-;-;7,1;401+;37,4;393;2,2;401+;21,9;401+;30,8
461-470;431-440;CHANG GUNG UNIVERSITY;TW;M;FO;VH;3;B;-;-;-;-;74,6;160;59,7;229;6;401+;7,7;401+;31
461-470;441-450;CHUNG-ANG UNIVERSITY ;KR;L;FC;HI;4;B;-;-;-;-;82,5;119;10,7;401+;17,1;401+;36,7;396;30,8
461-470;  385=;POLITÉCNICA DE MADRID;ES;XL;SP;VH;3;A;-;-;-;-;46,5;350;15,6;401+;3,3;401+;31,7;401+;30,8
461-470;551-600;SOUTHEAST UNIVERSITY;CN;XL;FC;VH;5;A;-;-;-;-;40,7;401+;60,1;227;6,9;401+;8;401+;31
461-470;395;UNIVERSITÄT REGENSBURG;DE;L;CO;VH;4;A;-;-;-;-;39,9;401+;43,3;345;42,6;327;18,5;401+;30,9
461-470;  338=;WAKE FOREST UNIVERSITY;US;M;FC;VH;5;B;-;-;-;-;99,9;26;29,5;401+;7,9;401+;20,8;401+;30,8
471-480;  377=;UNIVERSITÀ CATTOLICA DEL SACRO CUORE;IT;XL;CO;VH;4;B;-;-;-;-;20;401+;19,5;401+;19,5;401+;27,7;401+;30,7
471-480;  701+;EAST CHINA UNIVERSITY OF SCIENCE AND TECHNOLOGY;CN;L;CO;VH;4;A;-;-;-;-;30,2;401+;86,9;71;;;4,8;401+;30,4
471-480;401-410;INSTITUTO TECNOLÓGICO DE BUENOS AIRES (ITBA);AR;S;CO;MD;4;C;-;-;-;-;81,1;129;1,8;401+;12,9;401+;8,8;401+;30,7
471-480;501-550;KINGSTON UNIVERSITY, LONDON;UK;L;CO;HI;5;A;-;-;-;-;19;401+;12,3;401+;61,5;241;98,4;36;30,4
471-480;601-650;SHARIF UNIVERSITY OF TECHNOLOGY;IR;M;FO;VH;4;A;-;-;-;-;13,2;401+;97,5;26;;;1,6;401+;30,4
471-480;481-490;ST. PETERSBURG STATE POLYTECHNICAL UNIVERSITY;RU;L;FO;VH;5;A;-;-;-;-;93,7;62;2,3;401+;6,8;401+;33,9;401+;30,4
471-480;481-490;UNIVERSITÉ LILLE 1, SCIENCES ET TECHNOLOGIE;FR;L;FO;VH;5;A;-;-;-;-;25,2;401+;34,6;401+;27,2;401+;69;190;30,5
471-480;431-440;UNIVERSITY OF GUELPH;CA;L;CO;VH;4;A;-;-;-;-;19,6;401+;46,8;313;50;290;22,1;401+;30,6
471-480;501-550;UNIVERSITY OF LIMERICK (UL);IE;M;FC;HI;3;A;-;-;-;-;32,1;401+;31,1;401+;93,6;103;29,2;401+;30,4
471-480;451-460;UNIVERSITY OF OKLAHOMA;US;L;FC;VH;5;A;-;-;-;-;65,8;208;23,7;401+;37,2;356;19,1;401+;30,7
481-490;421-430;UNIVERSITY OF DELHI;IN;XL;FC;HI;4;A;-;-;-;-;7,2;401+;3,2;401+;1,7;401+;1,9;401+;29,7
481-490;501-550;UNIVERSITY OF LISBON ;PT;XL;CO;VH;5;A;-;-;-;-;24;401+;9,3;401+;6,4;401+;26,5;401+;30,2
481-490;401-410;UNIVERSITÉ CLAUDE BERNARD LYON 1;FR;XL;FC;HI;5;A;-;-;-;-;22,6;401+;37,5;392;9,6;401+;30,4;401+;30,2
481-490;421-430;"UNIVERSIDADE ESTADUAL PAULISTA ""JÚLIO DE MESQUITA FILHO""";BR;XL;FC;VH;3;A;-;-;-;-;53,8;287;12,7;401+;8,3;401+;3,9;401+;30,3
481-490;501-550;AUCKLAND UNIVERSITY OF TECHNOLOGY ;NZ;L;CO;HI;2;A;-;-;-;-;24,3;401+;12,3;401+;94;100;95,5;61;30,1
481-490;441-450;KHALIFA UNIVERSITY;AE;S;SP;MD;1;A;-;-;-;-;84;113;9,7;401+;100;6;57,9;240;30,3
481-490;461-470;KOÇ UNIVERSITY ;TR;M;CO;HI;2;;-;-;-;-;41,4;400;29,8;401+;39,6;338;12,2;401+;30,3
481-490;551-600;QATAR UNIVERSITY;QA;M;FC;HI;3;A;-;-;-;-;53,3;292;9;401+;100;11;99,7;21;29,7
481-490;501-550;TOMSK POLYTECHNIC UNIVERSITY;RU;M;SP;MD;5;A;-;-;-;-;91,4;76;2;401+;12,8;401+;68,1;193;29,9
481-490;491-500;TOMSK STATE UNIVERSITY;RU;M;CO;VH;5;A;-;-;-;-;74;164;3,1;401+;25;401+;46,6;313;30,2
491-500;501-550;PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ;PE;L;FO;MD;4;B;-;-;-;-;21,3;401+;2,2;401+;6,3;401+;4;401+;29,3
491-500;551-600;UNIVERSIDADE DE BRASILIA;BR;L;FC;HI;4;A;-;-;-;-;44;373;7;401+;23,6;401+;2,3;401+;29,2
491-500;501-550;ARABIAN GULF UNIVERSITY;BH;S;CO;MD;3;A;-;-;-;-;73,7;166;3,5;401+;100;42;100;4;29,5
491-500;481-490;HANKUK UNIVERSITY OF FOREIGN STUDIES ;KR;L;CO;MD;4;B;-;-;-;-;70,7;180;2,7;401+;38,7;345;29,2;401+;29,3
491-500;491-500;PHILIPPS-UNIVERSITÄT MARBURG ;DE;L;FC;HI;5;A;-;-;-;-;36,9;401+;29,6;401+;25,4;401+;24,1;401+;29,2
491-500;;SICHUAN UNIVERSITY;CN;XL;FC;VH;4;A;-;-;-;-;36,5;401+;34,5;401+;3;401+;10,5;401+;29,5
491-500;491-500;TECHNISCHE UNIVERSITÄT DORTMUND;DE;L;CO;VH;3;A;-;-;-;-;28;401+;21,3;401+;21,7;401+;26;401+;29,5
