RANK2013;RANK2012;INSTITUTION;COUNTRY;SIZE;FOCUS;RESEARCH;AGE;STATUS;AR SCORE;AR RANK;ER SCORE;ER RANK;FS SCORE;FS RANK;CPF SCORE;CPF RANK;IF SCORE;IF RANK;IS SCORE;IS RANK;OVERALL SCORE
601-650;  601+;JILIN UNIVERSITY;CN;XL;FC;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  601+;KAZAN FEDERAL UNIVERSITY;RU;XL;CO;MD;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  501-550  ;KING KHALID UNIVERSITY;SA;XL;FC;MD;2;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  551-600  ;LOYOLA UNIVERSITY CHICAGO;US;L;FC;HI;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  551-600  ;MARTIN-LUTHER-UNIVERSITÄT HALLE-WITTENBERG;DE;L;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;-;MEMORIAL UNIVERSITY OF NEWFOUNDLAND;CA;L;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  551-600  ;MISSOURI UNIVERSITY OF SCIENCE AND TECHNOLOGY;US;M;CO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  551-600  ;NATIONAL CHENGCHI UNIVERSITY;TW;L;CO;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  601+;"NATIONAL TECHNICAL UNIVERSITY OF UKRAINE ""KYIV POLYTECHNIC INSTITUTE""";UA;L;CO;MD;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  501-550  ;NIIGATA UNIVERSITY;JP;L;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;-;OKLAHOMA STATE UNIVERSITY ;US;L;CO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;-;OSAKA PREFECTURE UNIVERSITY ;JP;M;CO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  551-600  ;PARIS LODRON UNIVERSITÄT SALZBURG;AT;L;CO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  601+;SHARIF UNIVERSITY OF TECHNOLOGY;IR;M;FO;VH;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  551-600  ;SMITH COLLEGE;US;S;CO;HI;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;-;SOUTHERN FEDERAL UNIVERSITY (SFEDU);RU;XL;CO;MD;1;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  451-500  ;SYRACUSE UNIVERSITY;US;L;CO;HI;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  551-600  ;THAMMASAT UNIVERSITY;TH;XL;FC;MD;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  501-550  ;UNIVERSIDAD DE GUADALAJARA (UDG);MX;XL;FC;MD;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  601+;UNIVERSIDAD DE LA REPÚBLICA (UDELAR);UY;XL;FC;MD;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  551-600  ;UNIVERSIDAD IBEROAMERICANA (UIA);MX;M;FC;MD;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  601+;UNIVERSIDAD TORCUATO DI TELLA;AR;S;SP;LO;2;B;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;-;UNIVERSIDADE FEDERAL DA BAHIA;BR;L;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  601+;UNIVERSIDADE FEDERAL DE SÃO CARLOS;BR;M;FC;VH;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;-;UNIVERSIDADE FEDERAL DE VIÇOSA;BR;L;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  601+;UNIVERSITÀ DEGLI STUDI DI PERUGIA;IT;L;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;-;UNIVERSITÉ DE NANTES;FR;XL;CO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  501-550  ;UNIVERSITÉ SAINT-JOSEPH DE BEYROUTH;LB;M;FC;MD;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  551-600  ;UNIVERSITY AT ALBANY SUNY;US;L;CO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;-;UNIVERSITY OF CANBERRA ;AU;M;CO;HI;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  601+;UNIVERSITY OF DEBRECEN;HU;L;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;-;UNIVERSITY OF JOHANNESBURG ;ZA;L;CO;HI;1;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  551-600  ;UNIVERSITY OF MUMBAI;IN;XL;FC;MD;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  601+;UNIVERSITY OF PATRAS;GR;L;FC;HI;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  551-600  ;UNIVERSITY OF TEHRAN;IR;XL;CO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  551-600  ;UNIVERSITY OF ULSAN ;KR;L;FC;HI;3;B;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;-;UNIVERSITY OF ULSTER;GB;L;CO;HI;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  551-600  ;UNIVERSITY OF ZAGREB;HR;XL;FC;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  501-550  ;VILNIUS UNIVERSITY ;LT;L;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  601+;WARSAW UNIVERSITY OF TECHNOLOGY;PL;L;CO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  601+;WORCESTER POLYTECHNIC INSTITUTE;US;S;CO;VH;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  551-600  ;AL AZHAR UNIVERSITY ;EG;XL;CO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  601+;BAR-ILAN UNIVERSITY;IL;L;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  601+;BRNO UNIVERSITY OF TECHNOLOGY;CZ;L;FO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  551-600  ;CHONNAM NATIONAL UNIVERSITY;KR;L;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  551-600  ;CHUNGNAM NATIONAL UNIVERSITY;KR;L;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  601+;CLARK UNIVERSITY;US;S;CO;HI;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;-;CLARKSON UNIVERSITY;US;S;CO;VH;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  551-600  ;CORVINUS UNIVERSITY OF BUDAPEST;HU;L;FO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;-;GUNMA UNIVERSITY;JP;M;FO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;-;HALLYM UNIVERSITY ;KR;M;FC;HI;3;B;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  601+;INSTITUTO TECNOLÓGICO AUTONOMO DE MÉXICO (ITAM);MX;S;FO;HI;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  551-600  ;ISTANBUL UNIVERSITY;TR;XL;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  601+;JORDAN UNIVERSITY OF SCIENCE AND TECHNOLOGY;JO;L;CO;HI;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  601+;KASETSART UNIVERSITY;TH;XL;CO;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  551-600  ;KAZAKH-BRITISH TECHNICAL UNIVERSITY;KZ;S;SP;LO;2;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  601+;KHAZAR UNIVERSITY;AZ;S;CO;LO;2;B;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;-;LONDON METROPOLITAN UNIVERSITY;GB;L;CO;MD;2;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;-;MIDDLESEX UNIVERSITY;GB;L;CO;MD;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  601+;PONTIFICIA UNIVERSIDAD CATÓLICA DE VALPARAÍSO;CL;L;FC;MD;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;-;PONTIFICIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;BR;M;FC;HI;4;C;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  601+;QAFQAZ UNIVERSITY ;AZ;S;FO;LO;2;B;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  601+;RITSUMEIKAN UNIVERSITY;JP;XL;CO;HI;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  601+;SHANDONG UNIVERSITY;CN;XL;FC;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  601+;"SOFIA UNIVERSITY ""ST. KLIMENT OHRIDSKI""";BG;L;CO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  601+;SOUTH KAZAKHSTAN STATE UNIVERSITY (SKSU);KZ;L;FO;LO;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  601+;SOUTHERN METHODIST UNIVERSITY;US;M;CO;VH;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;-;UNIVERSIDAD ADOLFO IBÁÑEZ;CL;M;FO;MD;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  601+;UNIVERSIDAD AUTÓNOMA DEL ESTADO DE MÉXICO;MX;XL;FC;MD;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  601+;UNIVERSIDAD AUTÓNOMA METROPOLITANA (UAM);MX;XL;FC;MD;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  601+;UNIVERSIDAD DE ALCALÁ;ES;L;FC;HI;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;-;UNIVERSIDAD NACIONAL COSTA RICA;CR;L;CO;MD;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;-;UNIVERSIDAD NACIONAL DE MAR DEL PLATA;AR;L;CO;HI;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;-;UNIVERSIDAD PERUANA CAYETANO HEREDIA;PE;S;FO;VH;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  551-600  ;UNIVERSIDAD SIMÓN BOLÍVAR VENEZUELA;VE;M;FO;VH;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  601+;UNIVERSIDADE FEDERAL DE SANTA CATARINA;BR;XL;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;-;UNIVERSIDADE FEDERAL DO PARANÁ (UFPR);BR;L;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;-;UNIVERSIDADE FEDERAL FLUMINENSE;BR;L;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  601+;UNIVERSITÀ DEGLI STUDI DI MODENA E REGGIO EMILIA;IT;L;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  551-600  ;UNIVERSITÉ LUMIÈRE LYON 2;FR;L;SP;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  601+;UNIVERSITÉ TOULOUSE 1, CAPITOLE;FR;L;FO;MD;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  601+;UNIVERSITY OF DENVER;US;M;CO;HI;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;-;UNIVERSITY OF ECONOMICS PRAGUE ;CZ;L;SP;LO;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;-;UNIVERSITY OF HERTFORDSHIRE;GB;L;CO;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;-;UNIVERSITY OF PLYMOUTH;GB;L;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  551-600  ;UNIVERSITY OF SALFORD;GB;L;CO;HI;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;-;UNIVERSITY OF SCIENCE AND TECHNOLOGY BEIJING;CN;L;CO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  601+;UNIVERSITY OF WESTERN SYDNEY ;AU;XL;FC;HI;2;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;-;YAMAGUCHI UNIVERSITY ;JP;M;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
651-700;  551-600  ;YOKOHAMA NATIONAL UNIVERSITY;JP;M;CO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;AIRLANGGA UNIVERSITY;ID;L;FC;LO;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;ALEXANDRIA UNIVERSITY ;EG;XL;FC;MD;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;ALEXANDRU IOAN CUZA UNIVERSITY;RO;L;CO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;ALPEN-ADRIA-UNIVERSITÄT KLAGENFURT ;AT;M;FO;HI;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;AOYAMA GAKUIN UNIVERSITY;JP;L;CO;MD;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS;GR;L;FO;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;AUBURN UNIVERSITY;US;L;CO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;BABES-BOLYAI UNIVERSITY;RO;XL;CO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;BAKU STATE UNIVERSITY;AZ;L;FO;MD;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;BAYLOR UNIVERSITY;US;L;CO;HI;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;BELARUSIAN NATIONAL TECHNICAL UNIVERSITY;BY;L;FO;MD;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;BENEMÉRITA UNIVERSIDAD AUTÓNOMA DE PUEBLA;MX;XL;FC;MD;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;BINGHAMTON UNIVERSITY SUNY;US;L;CO;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;BOGOR AGRICULTURAL UNIVERSITY;ID;L;CO;MD;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;BRIGHAM YOUNG UNIVERSITY;US;XL;CO;HI;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;CLEMSON UNIVERSITY;US;L;CO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;COVENTRY UNIVERSITY;GB;L;CO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;CUKUROVA UNIVERSITY;TR;XL;FC;MD;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;DIPONEGORO UNIVERSITY;ID;XL;FC;LO;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;DONETSK NATIONAL UNIVERSITY;UA;M;CO;MD;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;DOSHISHA UNIVERSITY;JP;L;CO;HI;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;E.A.BUKETOV KARAGANDA STATE UNIVERSITY ;KZ;M;CO;LO;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;FAR EASTERN FEDERAL UNIVERSITY;RU;L;CO;MD;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;FORDHAM UNIVERSITY;US;L;CO;HI;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;FU JEN CATHOLIC UNIVERSITY;TW;L;FC;MD;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;GEORGIA STATE UNIVERSITY;US;L;CO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;KAGOSHIMA UNIVERSITY;JP;M;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;KAUNAS UNIVERSITY OF TECHNOLOGY;LT;M;CO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;KAZAKH ABLAI KHAN UNIVERSITY OF INTERNATIONAL RELATIONS AND WORLD LANGUAGES;KZ;M;SP;LO;4;C;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;KAZAKH NATIONAL PEDAGOGICAL UNIVERSITY ABAI;KZ;M;FO;LO;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;KAZAKH NATIONAL TECHNICAL UNIVERSITY ;KZ;M;FO;MD;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;KHON KAEN UNIVERSITY;TH;XL;FC;MD;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  551-600  ;KING FAISAL UNIVERSITY;SA;XL;FO;HI;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;KING MONGKUT'S UNIVERSITY OF TECHNOLOGY THONBURI ;TH;L;CO;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;KUWAIT UNIVERSITY;KW;XL;FC;MD;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;LODZ UNIVERSITY;PL;XL;CO;HI;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;MANCHESTER METROPOLITAN UNIVERSITY;GB;L;CO;HI;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;MARQUETTE UNIVERSITY;US;M;CO;HI;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;MIAMI UNIVERSITY;US;L;CO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;N.I. LOBACHEVSKY STATE UNIVERSITY OF NIZHNI NOVGOROD;RU;L;FO;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;"NATIONAL TECHNICAL UNIVERSITY ""KHARKIV POLYTECHNIC INSTITUTE""";UA;L;FO;MD;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;NICOLAUS COPERNICUS UNIVERSITY ;PL;L;FC;MD;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;NORTHUMBRIA UNIVERSITY AT NEWCASTLE;GB;L;CO;HI;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;NOTTINGHAM TRENT UNIVERSITY;GB;L;CO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;OCHANOMIZU UNIVERSITY;JP;S;CO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;OHIO UNIVERSITY;US;L;CO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;PLEKHANOV RUSSIAN UNIVERSITY OF ECONOMICS;RU;M;FO;LO;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR;EC;L;FC;LO;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;PRINCE OF SONGKLA UNIVERSITY;TH;XL;FC;MD;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  551-600  ;RYERSON UNIVERSITY;CA;L;CO;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;S.SEIFULLIN KAZAKH AGRO TECHNICAL UNIVERSITY;KZ;M;FO;LO;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;SAITAMA UNIVERSITY;JP;M;CO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;SEPULUH NOPEMBER INSTITUTE OF TECHNOLOGY;ID;L;SP;LO;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;SHINSHU UNIVERSITY ;JP;M;FC;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;STEVENS INSTITUTE OF TECHNOLOGY;US;S;CO;VH;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;THE ROBERT GORDON UNIVERSITY;GB;M;CO;HI;;;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;TOKAI UNIVERSITY;JP;L;FC;HI;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;UNIVERSIDAD ANAHUAC;MX;M;CO;MD;3;B;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSIDAD AUSTRAL DE CHILE;CL;L;FC;MD;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN (UANL);MX;XL;FC;MD;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;UNIVERSIDAD DE LA HABANA;CU;XL;CO;MD;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;UNIVERSIDAD DE LA SABANA;CO;M;FC;MD;3;C;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSIDAD DE LAS AMÉRICAS PUEBLA (UDLAP);MX;M;FC;MD;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSIDAD DE LOS ANDES MÉRIDA;VE;XL;FC;MD;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSIDAD DE MURCIA;ES;XL;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSIDAD DE PUERTO RICO;PR;XL;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;UNIVERSIDAD DE SAN FRANCISCO DE QUITO;EC;M;FC;MD;3;B;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;UNIVERSIDAD DE TALCA;CL;M;CO;HI;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;UNIVERSIDAD DEL NORTE;CO;M;FC;MD;3;C;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;UNIVERSIDAD DEL ROSARIO;CO;M;CO;MD;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSIDAD DEL VALLE;CO;L;FC;MD;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;UNIVERSIDAD INDUSTRIAL DE SANTANDER;CO;L;FC;MD;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;UNIVERSIDAD NACIONAL DE CUYO;AR;XL;FC;MD;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;UNIVERSIDAD NACIONAL DE ROSARIO;AR;XL;FC;MD;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;UNIVERSIDAD NACIONAL DE TUCUMÁN;AR;XL;FC;MD;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;UNIVERSIDAD NACIONAL DEL SUR;AR;L;FC;MD;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;PE;L;FC;MD;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSIDAD TÉCNICA FEDERICO SANTA MARÍA;CL;M;FO;VH;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;UNIVERSIDAD TECNOLÓGICA NACIONAL (UTN);AR;XL;FO;MD;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO (UERJ);BR;L;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;UNIVERSIDADE ESTADUAL DE LONDRINA;BR;L;FC;MD;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;UNIVERSIDADE FEDERAL DE SANTA MARIA;BR;L;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;UNIVERSIDADE FEDERAL DO CEARÁ (UFC);BR;XL;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;UNIVERSIDADE FEDERAL DO PERNAMBUCO;BR;L;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSITÀ CA' FOSCARI VENEZIA;IT;L;FO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSITÀ DEGLI STUDI DI CATANIA (UNICT);IT;XL;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;UNIVERSITÀ DEGLI STUDI ROMA TRE;IT;XL;CO;HI;2;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSITÉ CHARLES-DE-GAULLE LILLE 3;FR;L;FO;MD;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSITÉ DE CAEN BASSE-NORMANDIE;FR;L;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSITÉ DE CERGY-PONTOISE;FR;L;CO;MD;2;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;-;UNIVERSITÉ DE POITIERS;FR;L;CO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSITÉ JEAN MOULIN LYON 3;FR;L;SP;LO;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSITÉ LILLE 2 DROIT ET SANTÉ;FR;L;FO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSITÉ PARIS OUEST NANTERRE LA DÉFENSE;FR;L;FO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSITÉ PAUL-VALÉRY MONTPELLIER 3;FR;L;FO;MD;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSITÉ PIERRE MENDÈS FRANCE - GRENOBLE 2;FR;L;FO;MD;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSITÉ STENDHAL GRENOBLE 3;FR;M;SP;LO;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSITÉ TOULOUSE II, LE MIRAIL;FR;L;FO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSITI TEKNOLOGI MARA (UITM);MY;XL;CO;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
  701+;  601+;UNIVERSITY OF ARKANSAS;US;L;CO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
