RANK2013;RANK2012;INSTITUTION;COUNTRY;SIZE;FOCUS;RESEARCH;AGE;STATUS;AR SCORE;AR RANK;ER SCORE;ER RANK;FS SCORE;FS RANK;CPF SCORE;CPF RANK;IF SCORE;IF RANK;IS SCORE;IS RANK;OVERALL SCORE
431-440;342;FLINDERS UNIVERSITY;AU;L;FC;HI;3;A;-;-;-;-;54,1;265;23,4;401+;13,9;401+;55,1;233;30,8
431-440;354;HANKUK UNIVERSITY OF FOREIGN STUDIES ;KR;L;CO;MD;4;B;-;-;-;-;74;151;1,9;401+;54,3;243;36,2;357;31,3
431-440;  451-500  ;MIDDLE EAST TECHNICAL UNIVERSITY;TR;L;CO;VH;4;A;-;-;-;-;21,6;401+;17,3;401+;8;401+;19,9;401+;30,6
431-440;  401-450  ;PHILIPPS-UNIVERSITÄT MARBURG ;DE;L;FC;HI;5;A;-;-;-;-;45,7;354;31,6;379;26,9;384;38,8;341;31,1
431-440;  401-450  ;SWANSEA UNIVERSITY;GB;L;FC;HI;4;A;-;-;-;-;38,7;401+;23,1;401+;71;187;64;192;31,1
431-440;-;TAMPERE UNIVERSITY OF TECHNOLOGY ;FI;M;CO;VH;3;A;-;-;-;-;74,1;149;14,6;401+;;;37,4;350;30,7
431-440;384;UNIVERSITÄT BIELEFELD;DE;L;CO;HI;3;A;-;-;-;-;24,5;401+;31,7;377;28,9;372;20;401+;31,4
431-440;  401-450  ;UNIVERSITY OF MANITOBA;CA;L;FC;VH;5;A;-;-;-;-;45,2;360;37,3;333;;;61,3;203;31,1
441-450;  381=;CHIBA UNIVERSITY;JP;L;FC;HI;5;A;-;-;-;-;56,2;246;39,3;314;6,5;401+;16,2;401+;30,5
441-450;  401-450  ;ILLINOIS INSTITUTE OF TECHNOLOGY;US;M;CO;VH;5;B;-;-;-;-;30,5;401+;34,7;354;22;401+;99,9;13;30,3
441-450;-;MOSCOW INSTITUTE OF PHYSICS AND TECHNOLOGY STATE UNIVERSITY, RUSSIA;RU;M;FO;VH;4;A;-;-;-;-;99,6;31;2,7;401+;11,2;401+;35,9;361;30,3
441-450;-;TALLINN UNIVERSITY OF TECHNOLOGY;EE;M;CO;VH;4;A;-;-;-;-;72,3;158;6,7;401+;49,5;259;26,8;401+;30,3
441-450;  501-550  ;TARAS SHEVCHENKO NATIONAL UNIVERSITY OF KYIV;UA;L;CO;HI;5;A;-;-;-;-;94,1;64;2,2;401+;2,5;401+;6,5;401+;30,5
441-450;322;TOKYO UNIVERSITY OF SCIENCE;JP;L;FO;VH;4;B;-;-;-;-;5,5;401+;77,3;96;;;3;401+;30,5
441-450;  451-500  ;UNIVERSIDAD DE SALAMANCA;ES;L;FC;HI;5;A;-;-;-;-;37,8;401+;16,2;401+;3,4;401+;13,2;401+;30,4
441-450;  451-500  ;UNIVERSITÀ DEGLI STUDI DI TRENTO;IT;L;CO;VH;4;A;-;-;-;-;10,3;401+;47,5;263;29,5;364;23,5;401+;30,4
441-450;-;UNIVERSITÉ DE SHERBROOKE;CA;L;FC;HI;4;A;-;-;-;-;66,8;178;16,6;401+;;;71,5;166;30,4
441-450;  401-450  ;UNIVERSITÉ PANTHÉON-ASSAS (PARIS 2);FR;L;SP;LO;5;A;-;-;-;-;74,5;148;1,1;401+;;;78,8;129;30,3
441-450;  401-450  ;UNIVERSITY OF DELHI;IN;XL;FC;HI;4;A;-;-;-;-;5,2;401+;4,8;401+;;;2,3;401+;30,3
451-460;  401-450  ;ABO AKADEMI UNIVERSITY;FI;M;CO;VH;4;A;-;-;-;-;54,2;264;24,2;401+;33,3;345;30,6;394;30,1
451-460;  501-550  ;CZECH TECHNICAL UNIVERSITY IN PRAGUE;CZ;L;SP;VH;5;A;-;-;-;-;42,6;388;7,7;401+;10,9;401+;33,2;378;30,1
451-460;  401-450  ;LEIBNIZ UNIVERSITÄT HANNOVER;DE;L;CO;VH;5;A;-;-;-;-;6,3;401+;52,9;229;17,8;401+;40,3;329;29,9
451-460;  401-450  ;PUSAN NATIONAL UNIVERSITY;KR;L;FC;VH;4;A;-;-;-;-;47,5;332;18,5;401+;12,4;401+;11,5;401+;30,2
451-460;  401-450  ;SHANGHAI UNIVERSITY;CN;XL;CO;VH;2;A;-;-;-;-;30,7;401+;12,7;401+;6,9;401+;3,6;401+;30
451-460;-;ST. PETERSBURG STATE POLITECNICAL UNIVERSITY;RU;L;CO;HI;5;A;-;-;-;-;92,9;71;2,1;401+;1,3;401+;20,2;401+;30
451-460;  451-500  ;UNIVERSITÀ CATTOLICA DEL SACRO CUORE;IT;XL;CO;VH;4;B;-;-;-;-;29,8;401+;23,4;401+;32,4;350;16,6;401+;30,1
451-460;  501-550  ;UNIVERSITÀ DEGLI STUDI DI GENOVA;IT;XL;FC;HI;5;A;-;-;-;-;8;401+;62;164;3;401+;20,1;401+;30,2
451-460;  401-450  ;UNIVERSITY OF DELAWARE;US;L;CO;VH;5;A;-;-;-;-;22,5;401+;59,8;179;41,6;293;37,5;349;29,9
461-470;  451-500  ;BANDUNG INSTITUTE OF TECHNOLOGY (ITB);ID;L;CO;HI;4;A;-;-;-;-;22,9;401+;2,4;401+;;;2,7;401+;29,2
461-470;  551-600  ;BOGAZIÇI ÜNIVERSITESI;TR;M;CO;VH;5;A;-;-;-;-;26,4;401+;19,1;401+;28,9;371;23,4;401+;29,5
461-470;  401-450  ;GOLDSMITHS, UNIVERSITY OF LONDON;GB;M;FO;HI;5;A;-;-;-;-;18,9;401+;6,7;401+;86,9;119;95;57;29,8
461-470;  451-500  ;NATIONAL SUN YAT-SEN UNIVERSITY;TW;M;CO;VH;3;A;-;-;-;-;25;401+;45,6;273;12,3;401+;8,2;401+;29,5
461-470;  401-450  ;RENMIN (PEOPLE’S) UNIVERSITY OF CHINA;CN;L;FO;VH;4;A;-;-;-;-;48,1;323;3,8;401+;8,7;401+;16,7;401+;29,6
461-470;-;UNIVERSIDAD DE COSTA RICA;CR;XL;CO;MD;4;A;-;-;-;-;48,4;318;2,8;401+;;;1,8;401+;29,7
461-470;  451-500  ;UNIVERSIDAD DE SANTIAGO DE CHILE (USACH);CL;L;FC;MD;5;A;-;-;-;-;16;401+;6,5;401+;11,9;401+;1,3;401+;29,3
461-470;389;UNIVERSITY OF CINCINNATI;US;XL;FC;VH;5;A;-;-;-;-;47,4;333;51,9;238;21;401+;17,6;401+;29,4
461-470;  401-450  ;UNIVERSITY OF GUELPH;CA;L;CO;VH;3;A;-;-;-;-;19,4;401+;43,1;291;54,2;245;18,4;401+;29,2
461-470;  501-550  ;UNIVERSITY OF TARTU;EE;L;FC;HI;5;A;-;-;-;-;48,8;313;20,2;401+;22,1;401+;8,2;401+;29,6
471-480;  601+;AMERICAN UNIVERSITY;US;M;CO;HI;5;B;-;-;-;-;47,4;335;6,2;401+;14,9;401+;41,4;318;29
471-480;  451-500  ;ARISTOTLE UNIVERSITY OF THESSALONIKI;GR;XL;FC;VH;4;A;-;-;-;-;7,9;401+;30,1;398;2,1;401+;14,2;401+;28,9
471-480;  451-500  ;AUCKLAND UNIVERSITY OF TECHNOLOGY ;NZ;L;CO;HI;2;A;-;-;-;-;34,4;401+;7,3;401+;87,5;114;56,5;223;28,9
471-480;  451-500  ;BANGOR UNIVERSITY;GB;M;FC;HI;5;A;-;-;-;-;34,3;401+;30,8;390;72,1;183;75,6;143;29,1
471-480;-;CHARLES DARWIN UNIVERSITY ;AU;S;CO;VH;2;A;-;-;-;-;24,4;401+;52;237;67,8;198;68,8;180;29
471-480;-;KANSAS STATE UNIVERSITY ;US;L;CO;VH;5;A;-;-;-;-;6,7;401+;82,7;77;21,1;401+;24,8;401+;29
471-480;-;KINGSTON UNIVERSITY, LONDON;GB;L;CO;HI;5;A;-;-;-;-;16,2;401+;5,7;401+;58,8;227;96,9;40;29,1
471-480;  451-500  ;UNIVERSITAT DE VALENCIA;ES;XL;FC;HI;5;A;-;-;-;-;22,5;401+;26,6;401+;2,4;401+;14,7;401+;29
471-480;  451-500  ;UNIVERSITÉ MONTPELLIER 1;FR;L;FO;VH;5;A;-;-;-;-;20,4;401+;23,2;401+;21,5;401+;49,1;265;28,9
471-480;  501-550  ;UNIVERSITY OF PRETORIA;ZA;XL;FC;HI;5;A;-;-;-;-;19;401+;11,4;401+;12,8;401+;24,6;401+;28,9
481-490;  501-550  ;CONCORDIA UNIVERSITY;CA;L;CO;VH;3;A;-;-;-;-;15,5;401+;17,4;401+;62,1;218;85,3;104;28,7
481-490;  401-450  ;DREXEL UNIVERSITY;US;L;FC;HI;5;B;-;-;-;-;44,7;364;37,8;328;35,8;330;47,6;278;28,6
481-490;-;LINCOLN UNIVERSITY ;NZ;S;CO;HI;5;A;-;-;-;-;83,4;117;23,1;401+;;;;;28,8
481-490;  451-500  ;NATIONAL TAIWAN NORMAL UNIVERSITY;TW;L;CO;HI;4;A;-;-;-;-;43,7;377;10;401+;18,1;401+;19,4;401+;28,7
481-490;  401-450  ;NATIONAL UNIVERSITY OF SCIENCES AND TECHNOLOGY (NUST) ISLAMABAD;PK;M;CO;HI;2;A;-;-;-;-;79;130;2,7;401+;5,2;401+;4,8;401+;28,7
481-490;  451-500  ;SWINBURNE UNIVERSITY OF TECHNOLOGY;AU;L;CO;HI;5;A;-;-;-;-;14,8;401+;25,3;401+;73,2;179;99,3;22;28,7
481-490;  451-500  ;TONGJI UNIVERSITY;CN;XL;FC;VH;5;A;-;-;-;-;38,4;401+;10,5;401+;3,4;401+;9,1;401+;28,8
481-490;  501-550  ;UNIVERSIDAD DE ZARAGOZA;ES;L;FC;HI;5;A;-;-;-;-;52,9;274;16;401+;7;401+;6,5;401+;28,6
481-490;  451-500  ;UNIVERSIDADE FEDERAL DE MINAS GERAIS;BR;XL;FC;HI;5;A;-;-;-;-;33,3;401+;17,7;401+;15;401+;3,1;401+;28,6
481-490;  451-500  ;UNIVERSITÄT DUISBURG-ESSEN;DE;XL;FC;HI;3;A;-;-;-;-;27,8;401+;41;304;29,4;365;55,2;231;28,8
481-490;  401-450  ;UNIVERSITY OF KENTUCKY;US;L;FC;VH;5;A;-;-;-;-;35,2;401+;58,8;188;7,4;401+;12,4;401+;28,7
481-490;  451-500  ;UNIVERSITY OF OKLAHOMA;US;L;FC;VH;5;A;-;-;-;-;51,4;289;35,3;350;29,3;367;16,2;401+;28,8
491-500;  401-450  ;AL-IMAM MOHAMED IBN SAUD ISLAMIC UNIVERSITY;SA;XL;CO;LO;4;A;-;-;-;-;76,6;137;1;401+;99,3;41;48,7;272;28,4
491-500;  401-450  ;HARBIN INSTITUTE OF TECHNOLOGY;CN;XL;FO;VH;4;A;-;-;-;-;41,3;400;30,3;395;;;6,6;401+;28,5
491-500;  501-550  ;PEOPLE'S FRIENDSHIP UNIVERSITY OF RUSSIA;RU;L;CO;MD;4;A;-;-;-;-;84,5;114;1,2;401+;1,7;401+;93,7;64;28,4
491-500;  551-600  ;"UNIVERSIDADE ESTADUAL PAULISTA ""JÚLIO DE MESQUITA FILHO""";BR;XL;FC;VH;3;A;-;-;-;-;44,7;367;13,9;401+;5,8;401+;3,3;401+;28,4
491-500;-;UNIVERSITÉ NICE SOPHIA-ANTIPOLIS;FR;L;FC;HI;3;A;-;-;-;-;28,4;401+;29,5;401+;21,9;401+;64,9;188;28,5
491-500;  451-500  ;UNIVERSITY OF CRETE;GR;L;FC;HI;3;A;-;-;-;-;15,3;401+;58,4;191;4,9;401+;18,2;401+;28,4
491-500;-;UNIVERSITY OF MILANO-BICOCCA ;IT;XL;CO;VH;2;A;-;-;-;-;7,3;401+;64,6;145;;;13,1;401+;28,4
491-500;  451-500  ;UNIVERSITY OF NEBRASKA;US;L;CO;VH;5;A;-;-;-;-;35,5;401+;36,3;344;46,2;275;27,7;401+;28,4
501-550;  451-500  ;ATENEO DE MANILA UNIVERSITY;PH;M;FC;LO;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  451-500  ;BEIJING INSTITUTE OF TECHNOLOGY;CN;L;FO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  501-550  ;CARLETON UNIVERSITY;CA;L;CO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  451-500  ;CHANG GUNG UNIVERSITY;TW;M;FO;VH;3;B;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  551-600  ;CHUNG-ANG UNIVERSITY ;KR;L;FC;HI;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  451-500  ;CITY UNIVERSITY OF NEW YORK;US;XL;CO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  501-550  ;COLLEGE OF WILLIAM & MARY;US;M;CO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  451-500  ;DUBLIN INSTITUTE OF TECHNOLOGY (DIT);IE;L;CO;MD;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  451-500  ;HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY;CN;XL;FC;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  401-450  ;INTERNATIONAL ISLAMIC UNIVERSITY MALAYSIA (IIUM);MY;L;FC;MD;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  451-500  ;JOHANNES KEPLER UNIVERSITÄT LINZ (JKU);AT;L;CO;HI;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  501-550  ;JUSTUS-LIEBIG-UNIVERSITÄT GIEßEN;DE;L;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  501-550  ;KANAZAWA UNIVERSITY;JP;M;FC;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;-;KEELE UNIVERSITY ;GB;M;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  501-550  ;KOÇ UNIVERSITY ;TR;S;FC;HI;2;B;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  501-550  ;LOUISIANA STATE UNIVERSITY;US;L;CO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  501-550  ;NATIONAL AND KAPODISTRIAN UNIVERSITY OF ATHENS;GR;XL;FC;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  501-550  ;NATIONAL RESEARCH UNIVERSITY - HIGHER SCHOOL OF ECONOMICS (HSE);RU;L;FO;MD;2;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  551-600  ;NATIONAL TECHNICAL UNIVERSITY OF ATHENS;GR;L;FO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  451-500  ;OKAYAMA UNIVERSITY;JP;L;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  501-550  ;SABANCI UNIVERSITY;TR;S;CO;VH;2;B;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  551-600  ;SOUTHEAST UNIVERSITY;CN;L;FC;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  401-450  ;SULTAN QABOOS UNIVERSITY;OM;M;FC;HI;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  501-550  ;TECHNISCHE UNIVERSITÄT BRAUNSCHWEIG;DE;L;CO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  451-500  ;TECHNISCHE UNIVERSITÄT DORTMUND;DE;L;CO;VH;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  451-500  ;THE CATHOLIC UNIVERSITY OF KOREA ;KR;M;FC;VH;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  501-550  ;TIANJIN UNIVERSITY;CN;L;CO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  401-450  ;TOKYO METROPOLITAN UNIVERSITY;JP;M;CO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  451-500  ;UNIVERSIDAD DE ANTIOQUIA;CO;XL;FC;MD;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  451-500  ;UNIVERSIDAD DE GRANADA;ES;XL;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;-;UNIVERSIDAD DE PALERMO;AR;L;FO;LO;3;B;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  451-500  ;UNIVERSIDAD NACIONAL DE CÓRDOBA;AR;XL;CO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  451-500  ;UNIVERSIDADE DE SANTIAGO DE COMPOSTELA;ES;L;CO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  501-550  ;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;BR;L;FC;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  501-550  ;UNIVERSITÀ DEGLI STUDI DI SIENA (UNISI);IT;L;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  501-550  ;UNIVERSITÀ DEGLI STUDI DI TRIESTE (UNITS);IT;L;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  401-450  ;UNIVERSITAS GADJAH MADA;ID;XL;FC;MD;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  401-450  ;UNIVERSITÉ DE LORRAINE ;FR;XL;CO;MD;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  501-550  ;UNIVERSITÉ DE RENNES 1;FR;L;CO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  451-500  ;UNIVERSITY OF ALABAMA;US;L;CO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  501-550  ;UNIVERSITY OF BRADFORD;GB;M;CO;VH;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  501-550  ;UNIVERSITY OF HULL;GB;L;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  551-600  ;UNIVERSITY OF KWAZULU-NATAL;ZA;L;FC;HI;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  451-500  ;UNIVERSITY OF LIMERICK (UL);IE;M;FC;HI;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  501-550  ;UNIVERSITY OF SOUTH FLORIDA;US;XL;CO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;-;UNIVERSITY OF STIRLING;GB;M;CO;VH;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  501-550  ;UNIVERSITY OF SZEGED;HU;L;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  451-500  ;UNIVERSITY OF VERMONT;US;L;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  451-500  ;URAL FEDERAL UNIVERSITY NAMED AFTER BORIS YELTSIN;RU;XL;CO;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  451-500  ;XIAMEN UNIVERSITY;CN;XL;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
501-550;  451-500  ;YOKOHAMA CITY UNIVERSITY;JP;S;CO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  451-500  ;ABERYSTWYTH UNIVERSITY;GB;M;CO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  501-550  ;BELARUS STATE UNIVERSITY;BY;L;CO;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  501-550  ;CAIRO UNIVERSITY;EG;XL;CO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  501-550  ;CHIANG MAI UNIVERSITY;TH;XL;FC;HI;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  601+;CHONBUK NATIONAL UNIVERSITY;KR;L;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  551-600  ;EÖTVÖS LORÁND UNIVERSITY;HU;L;CO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  501-550  ;INHA UNIVERSITY;KR;L;FC;HI;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  551-600  ;INSTITUTO POLITÉCNICO NACIONAL (IPN);MX;XL;CO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  501-550  ;ISTANBUL TECHNICAL UNIVERSITY;TR;XL;CO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  501-550  ;KUMAMOTO UNIVERSITY;JP;M;FC;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  501-550  ;KYUNGPOOK NATIONAL UNIVERSITY;KR;L;FC;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  501-550  ;LEHIGH UNIVERSITY;US;M;CO;VH;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;-;LINGNAN UNIVERSITY (HONG KONG);HK;S;SP;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  551-600  ;MASARYK UNIVERSITY;CZ;XL;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;-;MICHIGAN TECHNOLOGICAL UNIVERSITY;US;M;CO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  401-450  ;MURDOCH UNIVERSITY;AU;M;CO;VH;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  501-550  ;NAGASAKI UNIVERSITY;JP;M;CO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  601+;NATIONAL CHUNG HSING UNIVERSITY;TW;L;CO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;-;NATIONAL TAIPEI UNIVERSITY OF TECHNOLOGY;TW;M;FO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  501-550  ;NATIONAL UNIVERSITY OF IRELAND MAYNOOTH (NUIM);IE;M;FO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;-;NEW JERSEY INSTITUTE OF TECHNOLOGY (NJIT);US;M;CO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;-;NEW SCHOOL UNIVERSITY;US;M;FO;MD;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  501-550  ;OSAKA CITY UNIVERSITY;JP;M;FC;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  601+;PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ;PE;L;FO;MD;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  551-600  ;PONTIFICIA UNIVERSIDADE CATÓLICA DE SÃO PAULO (PUC-SP);BR;L;FC;LO;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  551-600  ;PONTIFICIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO - PUC - RIO;BR;L;CO;HI;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  551-600  ;QATAR UNIVERSITY;QA;S;FC;HI;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;-;RHODES UNIVERSITY ;ZA;S;CO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  451-500  ;RUTGERS - THE STATE UNIVERSITY OF NEW JERSEY, NEWARK;US;M;CO;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  551-600  ;TEMPLE UNIVERSITY;US;XL;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  451-500  ;TOKYO UNIVERSITY OF AGRICULTURE AND TECHNOLOGY ;JP;M;FO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  601+;TOMSK POLYTECHNIC UNIVERSITY;RU;L;CO;MD;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  551-600  ;TOMSK STATE UNIVERSITY;RU;L;CO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  501-550  ;UMM AL-QURA UNIVERSITY (UQU);SA;XL;FC;LO;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;-;UNIVERSIDAD CATÓLICA ANDRÉS BELLO - UCAB;VE;L;FO;LO;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  551-600  ;UNIVERSIDAD CENTRAL DE VENEZUELA (UCV);VE;XL;FC;MD;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  601+;UNIVERSIDAD DE BELGRANO;AR;M;CO;LO;3;B;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  551-600  ;UNIVERSIDAD DE CONCEPCIÓN;CL;L;FC;HI;4;B;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  551-600  ;UNIVERSIDAD DE SEVILLA;ES;XL;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  551-600  ;UNIVERSIDADE CATOLICA PORTUGUESA, LISBOA;PT;M;FC;MD;2;B;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  551-600  ;UNIVERSIDADE DE BRASILIA;BR;L;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  551-600  ;UNIVERSITY OF HOUSTON;US;XL;CO;VH;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  551-600  ;UNIVERSITY OF LISBON ;PT;L;CO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  551-600  ;UNIVERSITY OF LJUBLJANA;SI;XL;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;-;UNIVERSITY OF NEW HAMPSHIRE;US;M;CO;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  551-600  ;UNIVERSITY OF OREGON;US;L;CO;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  501-550  ;UNIVERSITY OF SEOUL ;KR;M;CO;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  501-550  ;UNIVERSITY OF SOUTH CAROLINA;US;XL;FC;HI;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
551-600;  501-550  ;VIRGINIA COMMONWEALTH UNIVERSITY;US;L;FC;VH;5;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  501-550  ;ABU DHABI UNIVERSITY;AE;S;FO;MD;2;B;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  601+;AIN SHAMS UNIVERSITY ;EG;XL;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;-;AJOU UNIVERSITY ;KR;M;FC;VH;3;B;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  601+;DE LA SALLE UNIVERSITY;PH;L;CO;MD;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;-;DONGGUK UNIVERSITY ;KR;L;FC;HI;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;-;GEORGE MASON UNIVERSITY;US;L;CO;VH;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  551-600  ;GIFU UNIVERSITY;JP;M;FC;HI;4;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  551-600  ;HACETTEPE UNIVERSITY ;TR;XL;FC;HI;3;A;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  501-550  ;HOWARD UNIVERSITY;US;M;FC;HI;5;B;-;-;-;-;-;-;-;-;-;-;-;-;-
601-650;  551-600  ;INDIAN INSTITUTE OF TECHNOLOGY GUWAHATI (IITG);IN;S;CO;VH;2;A;-;-;-;-;-;-;-;-;-;-;-;-;-
